Genome project	Gene stable ID	Caenorhabditis brenneri [WS251] gene stable ID	Homology type
caenorhabditis_elegans	WBGene00015836	WBGene00154588	ortholog_many2many
caenorhabditis_elegans	WBGene00015836	WBGene00159386	ortholog_many2many
caenorhabditis_elegans	WBGene00015837	WBGene00141180	ortholog_many2many
caenorhabditis_elegans	WBGene00015837	WBGene00143314	ortholog_many2many
caenorhabditis_elegans	WBGene00015837	WBGene00154588	ortholog_many2many
caenorhabditis_elegans	WBGene00015837	WBGene00159386	ortholog_many2many
caenorhabditis_elegans	WBGene00015838	WBGene00141180	ortholog_many2many
caenorhabditis_elegans	WBGene00015838	WBGene00143314	ortholog_many2many
caenorhabditis_elegans	WBGene00015838	WBGene00154588	ortholog_many2many
caenorhabditis_elegans	WBGene00015838	WBGene00159386	ortholog_many2many
caenorhabditis_elegans	WBGene00015839	WBGene00141180	ortholog_many2many
caenorhabditis_elegans	WBGene00015839	WBGene00143314	ortholog_many2many
caenorhabditis_elegans	WBGene00015839	WBGene00154588	ortholog_many2many
caenorhabditis_elegans	WBGene00015839	WBGene00159386	ortholog_many2many
caenorhabditis_elegans	WBGene00015840	WBGene00141180	ortholog_many2many
caenorhabditis_elegans	WBGene00015840	WBGene00143314	ortholog_many2many
caenorhabditis_elegans	WBGene00015840	WBGene00154588	ortholog_many2many
caenorhabditis_elegans	WBGene00015840	WBGene00159386	ortholog_many2many
caenorhabditis_elegans	WBGene00015841	WBGene00185059	ortholog_one2many
caenorhabditis_elegans	WBGene00015841	WBGene00144793	ortholog_one2many
caenorhabditis_elegans	WBGene00015842		
caenorhabditis_elegans	WBGene00015843		
caenorhabditis_elegans	WBGene00015845		
caenorhabditis_elegans	WBGene00015846		
caenorhabditis_elegans	WBGene00015847		
caenorhabditis_elegans	WBGene00015848	WBGene00147615	ortholog_many2many
caenorhabditis_elegans	WBGene00015848	WBGene00163895	ortholog_many2many
caenorhabditis_elegans	WBGene00015849		
caenorhabditis_elegans	WBGene00015850		
caenorhabditis_elegans	WBGene00015851		
caenorhabditis_elegans	WBGene00015852		
caenorhabditis_elegans	WBGene00015853		
caenorhabditis_elegans	WBGene00015854		
caenorhabditis_elegans	WBGene00015855	WBGene00152201	ortholog_one2one
caenorhabditis_elegans	WBGene00015856	WBGene00139394	ortholog_one2many
caenorhabditis_elegans	WBGene00015856	WBGene00143737	ortholog_one2many
caenorhabditis_elegans	WBGene00015857	WBGene00161450	ortholog_one2one
caenorhabditis_elegans	WBGene00015858	WBGene00152611	ortholog_many2many
caenorhabditis_elegans	WBGene00015858	WBGene00151248	ortholog_many2many
caenorhabditis_elegans	WBGene00015858	WBGene00153377	ortholog_many2many
caenorhabditis_elegans	WBGene00015858	WBGene00164157	ortholog_many2many
caenorhabditis_elegans	WBGene00015858	WBGene00140239	ortholog_many2many
caenorhabditis_elegans	WBGene00015858	WBGene00153092	ortholog_many2many
caenorhabditis_elegans	WBGene00015858	WBGene00145506	ortholog_many2many
caenorhabditis_elegans	WBGene00015859	WBGene00190666	ortholog_one2many
caenorhabditis_elegans	WBGene00015860	WBGene00190666	ortholog_one2many
caenorhabditis_elegans	WBGene00015861	WBGene00146907	ortholog_one2many
caenorhabditis_elegans	WBGene00015861	WBGene00155904	ortholog_one2many
caenorhabditis_elegans	WBGene00015861	WBGene00193818	ortholog_one2many
caenorhabditis_elegans	WBGene00015862	WBGene00143391	ortholog_one2one
caenorhabditis_elegans	WBGene00015863	WBGene00155820	ortholog_one2one
caenorhabditis_elegans	WBGene00015864	WBGene00141121	ortholog_one2one
caenorhabditis_elegans	WBGene00015865	WBGene00142979	ortholog_one2one
caenorhabditis_elegans	WBGene00015866	WBGene00160029	ortholog_one2one
caenorhabditis_elegans	WBGene00015867	WBGene00161416	ortholog_one2one
caenorhabditis_elegans	WBGene00015868	WBGene00153245	ortholog_one2one
caenorhabditis_elegans	WBGene00015869		
caenorhabditis_elegans	WBGene00015870		
caenorhabditis_elegans	WBGene00015871		
caenorhabditis_elegans	WBGene00015872	WBGene00190854	ortholog_many2many
caenorhabditis_elegans	WBGene00015872	WBGene00142918	ortholog_many2many
caenorhabditis_elegans	WBGene00015873		
caenorhabditis_elegans	WBGene00015875		
caenorhabditis_elegans	WBGene00015876	WBGene00164737	ortholog_one2many
caenorhabditis_elegans	WBGene00015877	WBGene00164737	ortholog_one2many
caenorhabditis_elegans	WBGene00015878		
caenorhabditis_elegans	WBGene00015879		
caenorhabditis_elegans	WBGene00015882		
caenorhabditis_elegans	WBGene00015883	WBGene00164737	ortholog_one2many
caenorhabditis_elegans	WBGene00015884		
caenorhabditis_elegans	WBGene00015885		
caenorhabditis_elegans	WBGene00015886	WBGene00145557	ortholog_one2many
caenorhabditis_elegans	WBGene00015887	WBGene00146562	ortholog_one2many
caenorhabditis_elegans	WBGene00015887	WBGene00157440	ortholog_one2many
caenorhabditis_elegans	WBGene00015888		
caenorhabditis_elegans	WBGene00015889	WBGene00150249	ortholog_one2many
caenorhabditis_elegans	WBGene00015889	WBGene00148424	ortholog_one2many
caenorhabditis_elegans	WBGene00015890		
caenorhabditis_elegans	WBGene00015891		
caenorhabditis_elegans	WBGene00015892		
caenorhabditis_elegans	WBGene00015893		
caenorhabditis_elegans	WBGene00015894		
caenorhabditis_elegans	WBGene00015895		
caenorhabditis_elegans	WBGene00015896		
caenorhabditis_elegans	WBGene00015897		
caenorhabditis_elegans	WBGene00015898	WBGene00190265	ortholog_one2one
caenorhabditis_elegans	WBGene00015899	WBGene00163486	ortholog_one2many
caenorhabditis_elegans	WBGene00015899	WBGene00138910	ortholog_one2many
caenorhabditis_elegans	WBGene00015900		
caenorhabditis_elegans	WBGene00015901		
caenorhabditis_elegans	WBGene00015902	WBGene00164335	ortholog_one2one
caenorhabditis_elegans	WBGene00015903		
caenorhabditis_elegans	WBGene00015904	WBGene00192889	ortholog_many2many
caenorhabditis_elegans	WBGene00015904	WBGene00150515	ortholog_many2many
caenorhabditis_elegans	WBGene00015904	WBGene00193469	ortholog_many2many
caenorhabditis_elegans	WBGene00015904	WBGene00194476	ortholog_many2many
caenorhabditis_elegans	WBGene00015904	WBGene00150458	ortholog_many2many
caenorhabditis_elegans	WBGene00015905		
caenorhabditis_elegans	WBGene00015906	WBGene00142029	ortholog_one2many
caenorhabditis_elegans	WBGene00015906	WBGene00138814	ortholog_one2many
caenorhabditis_elegans	WBGene00015907		
caenorhabditis_elegans	WBGene00015908		
caenorhabditis_elegans	WBGene00015909		
caenorhabditis_elegans	WBGene00015910		
caenorhabditis_elegans	WBGene00015911		
caenorhabditis_elegans	WBGene00015912	WBGene00142042	ortholog_one2many
caenorhabditis_elegans	WBGene00015912	WBGene00139570	ortholog_one2many
caenorhabditis_elegans	WBGene00015913	WBGene00143956	ortholog_one2many
caenorhabditis_elegans	WBGene00015914		
caenorhabditis_elegans	WBGene00015915	WBGene00191141	ortholog_one2many
caenorhabditis_elegans	WBGene00015915	WBGene00163243	ortholog_one2many
caenorhabditis_elegans	WBGene00015916	WBGene00153413	ortholog_one2many
caenorhabditis_elegans	WBGene00015916	WBGene00139373	ortholog_one2many
caenorhabditis_elegans	WBGene00015917	WBGene00192816	ortholog_one2many
caenorhabditis_elegans	WBGene00015918	WBGene00192618	ortholog_one2one
caenorhabditis_elegans	WBGene00015919		
caenorhabditis_elegans	WBGene00015920	WBGene00162334	ortholog_one2one
caenorhabditis_elegans	WBGene00015921	WBGene00153951	ortholog_one2one
caenorhabditis_elegans	WBGene00015922	WBGene00140425	ortholog_one2one
caenorhabditis_elegans	WBGene00015924	WBGene00192141	ortholog_many2many
caenorhabditis_elegans	WBGene00015924	WBGene00140158	ortholog_many2many
caenorhabditis_elegans	WBGene00015924	WBGene00146686	ortholog_many2many
caenorhabditis_elegans	WBGene00015924	WBGene00149520	ortholog_many2many
caenorhabditis_elegans	WBGene00015924	WBGene00149203	ortholog_many2many
caenorhabditis_elegans	WBGene00015924	WBGene00193661	ortholog_many2many
caenorhabditis_elegans	WBGene00015924	WBGene00154340	ortholog_many2many
caenorhabditis_elegans	WBGene00015924	WBGene00152316	ortholog_many2many
caenorhabditis_elegans	WBGene00015925		
caenorhabditis_elegans	WBGene00015926	WBGene00143789	ortholog_one2one
caenorhabditis_elegans	WBGene00015927	WBGene00144088	ortholog_one2one
caenorhabditis_elegans	WBGene00015928	WBGene00149272	ortholog_one2one
caenorhabditis_elegans	WBGene00015929	WBGene00191929	ortholog_one2many
caenorhabditis_elegans	WBGene00015929	WBGene00161615	ortholog_one2many
caenorhabditis_elegans	WBGene00015929	WBGene00149466	ortholog_one2many
caenorhabditis_elegans	WBGene00015929	WBGene00143981	ortholog_one2many
caenorhabditis_elegans	WBGene00015930		
caenorhabditis_elegans	WBGene00015931	WBGene00160388	ortholog_many2many
caenorhabditis_elegans	WBGene00015931	WBGene00142920	ortholog_many2many
caenorhabditis_elegans	WBGene00015932	WBGene00151988	ortholog_many2many
caenorhabditis_elegans	WBGene00015932	WBGene00191198	ortholog_many2many
caenorhabditis_elegans	WBGene00015933	WBGene00151988	ortholog_many2many
caenorhabditis_elegans	WBGene00015933	WBGene00191198	ortholog_many2many
caenorhabditis_elegans	WBGene00015934	WBGene00190885	ortholog_one2one
caenorhabditis_elegans	WBGene00015935	WBGene00150775	ortholog_one2one
caenorhabditis_elegans	WBGene00015936		
caenorhabditis_elegans	WBGene00015937	WBGene00160461	ortholog_one2one
caenorhabditis_elegans	WBGene00015938	WBGene00155080	ortholog_one2many
caenorhabditis_elegans	WBGene00015938	WBGene00192616	ortholog_one2many
caenorhabditis_elegans	WBGene00015938	WBGene00153955	ortholog_one2many
caenorhabditis_elegans	WBGene00015938	WBGene00153265	ortholog_one2many
caenorhabditis_elegans	WBGene00015939	WBGene00161717	ortholog_one2one
caenorhabditis_elegans	WBGene00015940	WBGene00163037	ortholog_one2one
caenorhabditis_elegans	WBGene00015941	WBGene00159671	ortholog_one2one
caenorhabditis_elegans	WBGene00015942	WBGene00161944	ortholog_one2many
caenorhabditis_elegans	WBGene00015942	WBGene00193983	ortholog_one2many
caenorhabditis_elegans	WBGene00015943	WBGene00156211	ortholog_one2one
caenorhabditis_elegans	WBGene00015944		
caenorhabditis_elegans	WBGene00015945		
caenorhabditis_elegans	WBGene00015946		
caenorhabditis_elegans	WBGene00015947	WBGene00156684	ortholog_one2one
caenorhabditis_elegans	WBGene00015948	WBGene00164639	ortholog_one2one
caenorhabditis_elegans	WBGene00015949	WBGene00141127	ortholog_one2one
caenorhabditis_elegans	WBGene00015950		
caenorhabditis_elegans	WBGene00015951		
caenorhabditis_elegans	WBGene00015952	WBGene00194688	ortholog_one2one
caenorhabditis_elegans	WBGene00015953		
caenorhabditis_elegans	WBGene00015954	WBGene00141684	ortholog_one2one
caenorhabditis_elegans	WBGene00015955	WBGene00147979	ortholog_one2one
caenorhabditis_elegans	WBGene00015956	WBGene00154923	ortholog_one2one
caenorhabditis_elegans	WBGene00015957	WBGene00145603	ortholog_one2one
caenorhabditis_elegans	WBGene00015958	WBGene00193276	ortholog_many2many
caenorhabditis_elegans	WBGene00015958	WBGene00193134	ortholog_many2many
caenorhabditis_elegans	WBGene00015958	WBGene00192356	ortholog_many2many
caenorhabditis_elegans	WBGene00015958	WBGene00194270	ortholog_many2many
caenorhabditis_elegans	WBGene00015959	WBGene00193276	ortholog_many2many
caenorhabditis_elegans	WBGene00015959	WBGene00193134	ortholog_many2many
caenorhabditis_elegans	WBGene00015959	WBGene00192356	ortholog_many2many
caenorhabditis_elegans	WBGene00015959	WBGene00194270	ortholog_many2many
caenorhabditis_elegans	WBGene00015960	WBGene00193276	ortholog_many2many
caenorhabditis_elegans	WBGene00015960	WBGene00193134	ortholog_many2many
caenorhabditis_elegans	WBGene00015960	WBGene00192356	ortholog_many2many
caenorhabditis_elegans	WBGene00015960	WBGene00194270	ortholog_many2many
caenorhabditis_elegans	WBGene00015961	WBGene00193276	ortholog_many2many
caenorhabditis_elegans	WBGene00015961	WBGene00193134	ortholog_many2many
caenorhabditis_elegans	WBGene00015961	WBGene00192356	ortholog_many2many
caenorhabditis_elegans	WBGene00015961	WBGene00194270	ortholog_many2many
caenorhabditis_elegans	WBGene00015962	WBGene00193276	ortholog_many2many
caenorhabditis_elegans	WBGene00015962	WBGene00193134	ortholog_many2many
caenorhabditis_elegans	WBGene00015962	WBGene00192356	ortholog_many2many
caenorhabditis_elegans	WBGene00015962	WBGene00194270	ortholog_many2many
caenorhabditis_elegans	WBGene00015963	WBGene00161112	ortholog_one2one
caenorhabditis_elegans	WBGene00015964	WBGene00156052	ortholog_one2one
caenorhabditis_elegans	WBGene00015965		
caenorhabditis_elegans	WBGene00015966		
caenorhabditis_elegans	WBGene00015968	WBGene00151655	ortholog_one2one
caenorhabditis_elegans	WBGene00015969		
caenorhabditis_elegans	WBGene00015970	WBGene00155369	ortholog_one2many
caenorhabditis_elegans	WBGene00015970	WBGene00143177	ortholog_one2many
caenorhabditis_elegans	WBGene00015971	WBGene00192099	ortholog_one2one
caenorhabditis_elegans	WBGene00015972	WBGene00143613	ortholog_one2one
caenorhabditis_elegans	WBGene00015973		
caenorhabditis_elegans	WBGene00015974	WBGene00161435	ortholog_one2many
caenorhabditis_elegans	WBGene00015974	WBGene00161786	ortholog_one2many
caenorhabditis_elegans	WBGene00015975	WBGene00191754	ortholog_one2one
caenorhabditis_elegans	WBGene00015976	WBGene00149784	ortholog_one2one
caenorhabditis_elegans	WBGene00015977	WBGene00164853	ortholog_one2one
caenorhabditis_elegans	WBGene00015978	WBGene00190012	ortholog_one2one
caenorhabditis_elegans	WBGene00015979		
caenorhabditis_elegans	WBGene00015980	WBGene00164146	ortholog_one2many
caenorhabditis_elegans	WBGene00015980	WBGene00155937	ortholog_one2many
caenorhabditis_elegans	WBGene00015981		
caenorhabditis_elegans	WBGene00015982	WBGene00148440	ortholog_one2many
caenorhabditis_elegans	WBGene00015984	WBGene00144814	ortholog_one2many
caenorhabditis_elegans	WBGene00015985		
caenorhabditis_elegans	WBGene00015986	WBGene00163361	ortholog_one2many
caenorhabditis_elegans	WBGene00015987	WBGene00143963	ortholog_one2many
caenorhabditis_elegans	WBGene00015988	WBGene00140405	ortholog_one2one
caenorhabditis_elegans	WBGene00015992	WBGene00143273	ortholog_one2many
caenorhabditis_elegans	WBGene00015992	WBGene00145947	ortholog_one2many
caenorhabditis_elegans	WBGene00015992	WBGene00190163	ortholog_one2many
caenorhabditis_elegans	WBGene00015992	WBGene00190372	ortholog_one2many
caenorhabditis_elegans	WBGene00015993	WBGene00192874	ortholog_one2one
caenorhabditis_elegans	WBGene00015994	WBGene00158680	ortholog_one2many
caenorhabditis_elegans	WBGene00015994	WBGene00157085	ortholog_one2many
caenorhabditis_elegans	WBGene00015995		
caenorhabditis_elegans	WBGene00015996	WBGene00194571	ortholog_one2many
caenorhabditis_elegans	WBGene00015996	WBGene00140412	ortholog_one2many
caenorhabditis_elegans	WBGene00015997	WBGene00162585	ortholog_one2many
caenorhabditis_elegans	WBGene00015997	WBGene00153183	ortholog_one2many
caenorhabditis_elegans	WBGene00015998	WBGene00163682	ortholog_one2many
caenorhabditis_elegans	WBGene00015998	WBGene00143146	ortholog_one2many
caenorhabditis_elegans	WBGene00015998	WBGene00142769	ortholog_one2many
caenorhabditis_elegans	WBGene00015999	WBGene00148894	ortholog_one2many
caenorhabditis_elegans	WBGene00015999	WBGene00159939	ortholog_one2many
caenorhabditis_elegans	WBGene00015999	WBGene00158321	ortholog_one2many
caenorhabditis_elegans	WBGene00016000		
caenorhabditis_elegans	WBGene00016002	WBGene00155765	ortholog_one2one
caenorhabditis_elegans	WBGene00016003	WBGene00192684	ortholog_one2one
caenorhabditis_elegans	WBGene00016004	WBGene00153073	ortholog_one2one
caenorhabditis_elegans	WBGene00016005	WBGene00155655	ortholog_one2one
caenorhabditis_elegans	WBGene00016006	WBGene00142146	ortholog_one2one
caenorhabditis_elegans	WBGene00016008		
caenorhabditis_elegans	WBGene00016009	WBGene00156582	ortholog_one2one
caenorhabditis_elegans	WBGene00016010		
caenorhabditis_elegans	WBGene00016011	WBGene00161240	ortholog_one2one
caenorhabditis_elegans	WBGene00016012		
caenorhabditis_elegans	WBGene00016013	WBGene00142167	ortholog_one2many
caenorhabditis_elegans	WBGene00016013	WBGene00164925	ortholog_one2many
caenorhabditis_elegans	WBGene00016014	WBGene00144597	ortholog_one2one
caenorhabditis_elegans	WBGene00016015	WBGene00140189	ortholog_one2one
caenorhabditis_elegans	WBGene00016016	WBGene00155119	ortholog_one2one
caenorhabditis_elegans	WBGene00016017	WBGene00145343	ortholog_one2one
caenorhabditis_elegans	WBGene00016018	WBGene00150992	ortholog_one2one
caenorhabditis_elegans	WBGene00016019	WBGene00149037	ortholog_one2one
caenorhabditis_elegans	WBGene00016020	WBGene00157569	ortholog_one2one
caenorhabditis_elegans	WBGene00016021	WBGene00143773	ortholog_one2one
caenorhabditis_elegans	WBGene00016022	WBGene00158347	ortholog_one2one
caenorhabditis_elegans	WBGene00016023	WBGene00153573	ortholog_one2one
caenorhabditis_elegans	WBGene00016024	WBGene00147516	ortholog_one2one
caenorhabditis_elegans	WBGene00016025	WBGene00149220	ortholog_one2one
caenorhabditis_elegans	WBGene00016027	WBGene00141714	ortholog_one2many
caenorhabditis_elegans	WBGene00016027	WBGene00161870	ortholog_one2many
caenorhabditis_elegans	WBGene00016028	WBGene00147619	ortholog_one2one
caenorhabditis_elegans	WBGene00016029	WBGene00158116	ortholog_one2one
caenorhabditis_elegans	WBGene00016030	WBGene00141605	ortholog_one2one
caenorhabditis_elegans	WBGene00016032	WBGene00146166	ortholog_one2one
caenorhabditis_elegans	WBGene00016033	WBGene00146791	ortholog_one2one
caenorhabditis_elegans	WBGene00016034	WBGene00147419	ortholog_one2one
caenorhabditis_elegans	WBGene00016037	WBGene00158432	ortholog_one2one
caenorhabditis_elegans	WBGene00016038	WBGene00157930	ortholog_one2many
caenorhabditis_elegans	WBGene00016039	WBGene00150371	ortholog_one2one
caenorhabditis_elegans	WBGene00016040	WBGene00163387	ortholog_one2one
caenorhabditis_elegans	WBGene00016041		
caenorhabditis_elegans	WBGene00016042		
caenorhabditis_elegans	WBGene00016043		
caenorhabditis_elegans	WBGene00016044	WBGene00140035	ortholog_one2one
caenorhabditis_elegans	WBGene00016045	WBGene00164381	ortholog_one2one
caenorhabditis_elegans	WBGene00016046	WBGene00191622	ortholog_one2one
caenorhabditis_elegans	WBGene00016047		
caenorhabditis_elegans	WBGene00016048	WBGene00153562	ortholog_one2one
caenorhabditis_elegans	WBGene00016049	WBGene00143986	ortholog_one2one
caenorhabditis_elegans	WBGene00016050		
caenorhabditis_elegans	WBGene00016051		
caenorhabditis_elegans	WBGene00016052		
caenorhabditis_elegans	WBGene00016053		
caenorhabditis_elegans	WBGene00016054	WBGene00140896	ortholog_many2many
caenorhabditis_elegans	WBGene00016054	WBGene00156302	ortholog_many2many
caenorhabditis_elegans	WBGene00016055	WBGene00144023	ortholog_one2many
caenorhabditis_elegans	WBGene00016055	WBGene00152259	ortholog_one2many
caenorhabditis_elegans	WBGene00016056		
caenorhabditis_elegans	WBGene00016057	WBGene00144277	ortholog_one2many
caenorhabditis_elegans	WBGene00016057	WBGene00156782	ortholog_one2many
caenorhabditis_elegans	WBGene00016058	WBGene00141340	ortholog_many2many
caenorhabditis_elegans	WBGene00016058	WBGene00158606	ortholog_many2many
caenorhabditis_elegans	WBGene00016058	WBGene00154820	ortholog_many2many
caenorhabditis_elegans	WBGene00016059	WBGene00146860	ortholog_one2one
caenorhabditis_elegans	WBGene00016060	WBGene00158267	ortholog_one2one
caenorhabditis_elegans	WBGene00016061	WBGene00191299	ortholog_one2many
caenorhabditis_elegans	WBGene00016061	WBGene00150575	ortholog_one2many
caenorhabditis_elegans	WBGene00016062	WBGene00142250	ortholog_one2one
caenorhabditis_elegans	WBGene00016063	WBGene00191056	ortholog_many2many
caenorhabditis_elegans	WBGene00016063	WBGene00194204	ortholog_many2many
caenorhabditis_elegans	WBGene00016064	WBGene00191056	ortholog_many2many
caenorhabditis_elegans	WBGene00016064	WBGene00194204	ortholog_many2many
caenorhabditis_elegans	WBGene00016066	WBGene00191179	ortholog_one2many
caenorhabditis_elegans	WBGene00016066	WBGene00191126	ortholog_one2many
caenorhabditis_elegans	WBGene00016067	WBGene00144289	ortholog_one2one
caenorhabditis_elegans	WBGene00016068	WBGene00160665	ortholog_one2one
caenorhabditis_elegans	WBGene00016069	WBGene00157954	ortholog_one2one
caenorhabditis_elegans	WBGene00016070		
caenorhabditis_elegans	WBGene00016071		
caenorhabditis_elegans	WBGene00016072		
caenorhabditis_elegans	WBGene00016073	WBGene00161271	ortholog_one2one
caenorhabditis_elegans	WBGene00016074	WBGene00146494	ortholog_one2one
caenorhabditis_elegans	WBGene00016075		
caenorhabditis_elegans	WBGene00016077		
caenorhabditis_elegans	WBGene00016081	WBGene00190831	ortholog_one2many
caenorhabditis_elegans	WBGene00016082		
caenorhabditis_elegans	WBGene00016083	WBGene00158331	ortholog_one2many
caenorhabditis_elegans	WBGene00016084	WBGene00155262	ortholog_one2many
caenorhabditis_elegans	WBGene00016084	WBGene00190759	ortholog_one2many
caenorhabditis_elegans	WBGene00016085	WBGene00193356	ortholog_many2many
caenorhabditis_elegans	WBGene00016085	WBGene00144682	ortholog_many2many
caenorhabditis_elegans	WBGene00016086		
caenorhabditis_elegans	WBGene00016087	WBGene00139664	ortholog_many2many
caenorhabditis_elegans	WBGene00016087	WBGene00139625	ortholog_many2many
caenorhabditis_elegans	WBGene00016087	WBGene00162383	ortholog_many2many
caenorhabditis_elegans	WBGene00016088	WBGene00162973	ortholog_one2one
caenorhabditis_elegans	WBGene00016089	WBGene00144791	ortholog_one2one
caenorhabditis_elegans	WBGene00016090	WBGene00144824	ortholog_one2one
caenorhabditis_elegans	WBGene00016091	WBGene00159779	ortholog_one2many
caenorhabditis_elegans	WBGene00016091	WBGene00151925	ortholog_one2many
caenorhabditis_elegans	WBGene00016092	WBGene00193232	ortholog_one2many
caenorhabditis_elegans	WBGene00016092	WBGene00193837	ortholog_one2many
caenorhabditis_elegans	WBGene00016093		
caenorhabditis_elegans	WBGene00016094		
caenorhabditis_elegans	WBGene00016095		
caenorhabditis_elegans	WBGene00016096	WBGene00145175	ortholog_one2one
caenorhabditis_elegans	WBGene00016097	WBGene00155297	ortholog_many2many
caenorhabditis_elegans	WBGene00016097	WBGene00146207	ortholog_many2many
caenorhabditis_elegans	WBGene00016099		
caenorhabditis_elegans	WBGene00016100		
caenorhabditis_elegans	WBGene00016101	WBGene00142495	ortholog_one2one
caenorhabditis_elegans	WBGene00016102	WBGene00141154	ortholog_one2one
caenorhabditis_elegans	WBGene00016103	WBGene00162253	ortholog_one2one
caenorhabditis_elegans	WBGene00016104	WBGene00164212	ortholog_one2one
caenorhabditis_elegans	WBGene00016105		
caenorhabditis_elegans	WBGene00016106	WBGene00150067	ortholog_one2one
caenorhabditis_elegans	WBGene00016107	WBGene00164033	ortholog_one2one
caenorhabditis_elegans	WBGene00016108		
caenorhabditis_elegans	WBGene00016109		
caenorhabditis_elegans	WBGene00016110	WBGene00143801	ortholog_one2one
caenorhabditis_elegans	WBGene00016111		
caenorhabditis_elegans	WBGene00016112	WBGene00156987	ortholog_many2many
caenorhabditis_elegans	WBGene00016112	WBGene00148042	ortholog_many2many
caenorhabditis_elegans	WBGene00016113	WBGene00156868	ortholog_one2many
caenorhabditis_elegans	WBGene00016113	WBGene00191558	ortholog_one2many
caenorhabditis_elegans	WBGene00016114	WBGene00147594	ortholog_one2one
caenorhabditis_elegans	WBGene00016115	WBGene00163521	ortholog_one2many
caenorhabditis_elegans	WBGene00016115	WBGene00192073	ortholog_one2many
caenorhabditis_elegans	WBGene00016116	WBGene00163698	ortholog_one2many
caenorhabditis_elegans	WBGene00016116	WBGene00190268	ortholog_one2many
caenorhabditis_elegans	WBGene00016117	WBGene00191647	ortholog_many2many
caenorhabditis_elegans	WBGene00016117	WBGene00191359	ortholog_many2many
caenorhabditis_elegans	WBGene00016118	WBGene00157671	ortholog_one2many
caenorhabditis_elegans	WBGene00016118	WBGene00141692	ortholog_one2many
caenorhabditis_elegans	WBGene00016119	WBGene00190952	ortholog_one2many
caenorhabditis_elegans	WBGene00016119	WBGene00141139	ortholog_one2many
caenorhabditis_elegans	WBGene00016120	WBGene00140071	ortholog_one2many
caenorhabditis_elegans	WBGene00016120	WBGene00164517	ortholog_one2many
caenorhabditis_elegans	WBGene00016121	WBGene00156477	ortholog_one2many
caenorhabditis_elegans	WBGene00016121	WBGene00158086	ortholog_one2many
caenorhabditis_elegans	WBGene00016123	WBGene00156987	ortholog_many2many
caenorhabditis_elegans	WBGene00016123	WBGene00148042	ortholog_many2many
caenorhabditis_elegans	WBGene00016124	WBGene00145516	ortholog_one2one
caenorhabditis_elegans	WBGene00016125	WBGene00140661	ortholog_one2many
caenorhabditis_elegans	WBGene00016126	WBGene00147169	ortholog_one2one
caenorhabditis_elegans	WBGene00016128	WBGene00160137	ortholog_one2many
caenorhabditis_elegans	WBGene00016128	WBGene00155776	ortholog_one2many
caenorhabditis_elegans	WBGene00016129	WBGene00144808	ortholog_one2one
caenorhabditis_elegans	WBGene00016130	WBGene00159351	ortholog_one2many
caenorhabditis_elegans	WBGene00016130	WBGene00163927	ortholog_one2many
caenorhabditis_elegans	WBGene00016131	WBGene00139765	ortholog_one2one
caenorhabditis_elegans	WBGene00016132	WBGene00155072	ortholog_one2one
caenorhabditis_elegans	WBGene00016133	WBGene00144242	ortholog_one2one
caenorhabditis_elegans	WBGene00016134	WBGene00141771	ortholog_one2one
caenorhabditis_elegans	WBGene00016135		
caenorhabditis_elegans	WBGene00016136		
caenorhabditis_elegans	WBGene00016137		
caenorhabditis_elegans	WBGene00016138	WBGene00157237	ortholog_one2one
caenorhabditis_elegans	WBGene00016139	WBGene00149244	ortholog_one2one
caenorhabditis_elegans	WBGene00016140	WBGene00142490	ortholog_one2one
caenorhabditis_elegans	WBGene00016142	WBGene00154848	ortholog_one2one
caenorhabditis_elegans	WBGene00016143	WBGene00161774	ortholog_one2many
caenorhabditis_elegans	WBGene00016143	WBGene00194183	ortholog_one2many
caenorhabditis_elegans	WBGene00016143	WBGene00161366	ortholog_one2many
caenorhabditis_elegans	WBGene00016143	WBGene00153958	ortholog_one2many
caenorhabditis_elegans	WBGene00016144	WBGene00156585	ortholog_one2one
caenorhabditis_elegans	WBGene00016145	WBGene00194959	ortholog_one2one
caenorhabditis_elegans	WBGene00016146	WBGene00139569	ortholog_one2one
caenorhabditis_elegans	WBGene00016147	WBGene00159191	ortholog_one2one
caenorhabditis_elegans	WBGene00016148	WBGene00148709	ortholog_one2one
caenorhabditis_elegans	WBGene00016149	WBGene00145476	ortholog_one2one
caenorhabditis_elegans	WBGene00016150	WBGene00142908	ortholog_one2one
caenorhabditis_elegans	WBGene00016151	WBGene00193378	ortholog_one2many
caenorhabditis_elegans	WBGene00016151	WBGene00185056	ortholog_one2many
caenorhabditis_elegans	WBGene00016152	WBGene00139362	ortholog_one2one
caenorhabditis_elegans	WBGene00016153	WBGene00152412	ortholog_one2many
caenorhabditis_elegans	WBGene00016153	WBGene00154380	ortholog_one2many
caenorhabditis_elegans	WBGene00016154	WBGene00156527	ortholog_one2many
caenorhabditis_elegans	WBGene00016154	WBGene00192143	ortholog_one2many
caenorhabditis_elegans	WBGene00016155	WBGene00155915	ortholog_many2many
caenorhabditis_elegans	WBGene00016155	WBGene00163899	ortholog_many2many
caenorhabditis_elegans	WBGene00016156	WBGene00192338	ortholog_many2many
caenorhabditis_elegans	WBGene00016156	WBGene00162636	ortholog_many2many
caenorhabditis_elegans	WBGene00016157	WBGene00192338	ortholog_many2many
