Genome project	Gene stable ID	Caenorhabditis briggsae [WS251] gene stable ID	Homology type
caenorhabditis_brenneri	WBGene00156262	WBGene00026619	ortholog_one2many
caenorhabditis_brenneri	WBGene00156263		
caenorhabditis_brenneri	WBGene00156264		
caenorhabditis_brenneri	WBGene00156265		
caenorhabditis_brenneri	WBGene00156266	WBGene00032289	ortholog_one2many
caenorhabditis_brenneri	WBGene00156267	WBGene00025708	ortholog_one2many
caenorhabditis_brenneri	WBGene00156268	WBGene00032326	ortholog_one2one
caenorhabditis_brenneri	WBGene00156269	WBGene00032305	ortholog_one2one
caenorhabditis_brenneri	WBGene00156270	WBGene00041999	ortholog_one2many
caenorhabditis_brenneri	WBGene00156271		
caenorhabditis_brenneri	WBGene00156272	WBGene00028013	ortholog_one2one
caenorhabditis_brenneri	WBGene00156273		
caenorhabditis_brenneri	WBGene00156274		
caenorhabditis_brenneri	WBGene00156275		
caenorhabditis_brenneri	WBGene00156276		
caenorhabditis_brenneri	WBGene00156277	WBGene00088356	ortholog_one2many
caenorhabditis_brenneri	WBGene00156277	WBGene00027305	ortholog_one2many
caenorhabditis_brenneri	WBGene00156277	WBGene00027304	ortholog_one2many
caenorhabditis_brenneri	WBGene00156277	WBGene00031760	ortholog_one2many
caenorhabditis_brenneri	WBGene00156277	WBGene00031761	ortholog_one2many
caenorhabditis_brenneri	WBGene00156278	WBGene00023851	ortholog_one2many
caenorhabditis_brenneri	WBGene00156279	WBGene00037598	ortholog_one2one
caenorhabditis_brenneri	WBGene00156280	WBGene00029427	ortholog_one2one
caenorhabditis_brenneri	WBGene00156281	WBGene00034960	ortholog_one2one
caenorhabditis_brenneri	WBGene00156282		
caenorhabditis_brenneri	WBGene00156283	WBGene00042283	ortholog_one2many
caenorhabditis_brenneri	WBGene00156284	WBGene00042250	ortholog_one2one
caenorhabditis_brenneri	WBGene00156285	WBGene00031126	ortholog_one2one
caenorhabditis_brenneri	WBGene00156286		
caenorhabditis_brenneri	WBGene00156287		
caenorhabditis_brenneri	WBGene00156288	WBGene00037106	ortholog_one2one
caenorhabditis_brenneri	WBGene00156289		
caenorhabditis_brenneri	WBGene00156290	WBGene00037306	ortholog_one2many
caenorhabditis_brenneri	WBGene00156291	WBGene00031742	ortholog_one2one
caenorhabditis_brenneri	WBGene00156292		
caenorhabditis_brenneri	WBGene00156293		
caenorhabditis_brenneri	WBGene00156294	WBGene00025853	ortholog_one2many
caenorhabditis_brenneri	WBGene00156295		
caenorhabditis_brenneri	WBGene00156296		
caenorhabditis_brenneri	WBGene00156297		
caenorhabditis_brenneri	WBGene00156298	WBGene00038527	ortholog_one2one
caenorhabditis_brenneri	WBGene00156299		
caenorhabditis_brenneri	WBGene00156300	WBGene00041382	ortholog_one2many
caenorhabditis_brenneri	WBGene00156300	WBGene00041380	ortholog_one2many
caenorhabditis_brenneri	WBGene00156301	WBGene00034228	ortholog_one2many
caenorhabditis_brenneri	WBGene00156302	WBGene00039572	ortholog_one2many
caenorhabditis_brenneri	WBGene00156303		
caenorhabditis_brenneri	WBGene00156304		
caenorhabditis_brenneri	WBGene00156305	WBGene00024612	ortholog_one2many
caenorhabditis_brenneri	WBGene00156306	WBGene00027671	ortholog_one2many
caenorhabditis_brenneri	WBGene00156307	WBGene00034979	ortholog_one2one
caenorhabditis_brenneri	WBGene00156308	WBGene00034054	ortholog_one2one
caenorhabditis_brenneri	WBGene00156309		
caenorhabditis_brenneri	WBGene00156310		
caenorhabditis_brenneri	WBGene00156311	WBGene00026343	ortholog_one2many
caenorhabditis_brenneri	WBGene00156312	WBGene00030904	ortholog_one2many
caenorhabditis_brenneri	WBGene00156313		
caenorhabditis_brenneri	WBGene00156314		
caenorhabditis_brenneri	WBGene00156315		
caenorhabditis_brenneri	WBGene00156316	WBGene00035926	ortholog_one2many
caenorhabditis_brenneri	WBGene00156317		
caenorhabditis_brenneri	WBGene00156318	WBGene00041509	ortholog_one2one
caenorhabditis_brenneri	WBGene00156319		
caenorhabditis_brenneri	WBGene00156320		
caenorhabditis_brenneri	WBGene00156321	WBGene00037503	ortholog_one2one
caenorhabditis_brenneri	WBGene00156322	WBGene00039787	ortholog_one2one
caenorhabditis_brenneri	WBGene00156323		
caenorhabditis_brenneri	WBGene00156324		
caenorhabditis_brenneri	WBGene00156325		
caenorhabditis_brenneri	WBGene00156326		
caenorhabditis_brenneri	WBGene00156327	WBGene00031268	ortholog_one2many
caenorhabditis_brenneri	WBGene00156328	WBGene00040373	ortholog_one2many
caenorhabditis_brenneri	WBGene00156329		
caenorhabditis_brenneri	WBGene00156330		
caenorhabditis_brenneri	WBGene00156331		
caenorhabditis_brenneri	WBGene00156332		
caenorhabditis_brenneri	WBGene00156333	WBGene00029651	ortholog_one2one
caenorhabditis_brenneri	WBGene00156334		
caenorhabditis_brenneri	WBGene00156336		
caenorhabditis_brenneri	WBGene00156337	WBGene00035646	ortholog_one2many
caenorhabditis_brenneri	WBGene00156338	WBGene00027954	ortholog_one2many
caenorhabditis_brenneri	WBGene00156339	WBGene00035774	ortholog_one2one
caenorhabditis_brenneri	WBGene00156340	WBGene00028408	ortholog_one2one
caenorhabditis_brenneri	WBGene00156341	WBGene00039702	ortholog_one2many
caenorhabditis_brenneri	WBGene00156342	WBGene00027257	ortholog_one2many
caenorhabditis_brenneri	WBGene00156343	WBGene00023614	ortholog_one2one
caenorhabditis_brenneri	WBGene00156344		
caenorhabditis_brenneri	WBGene00156345	WBGene00032822	ortholog_one2one
caenorhabditis_brenneri	WBGene00156346	WBGene00025187	ortholog_one2one
caenorhabditis_brenneri	WBGene00156347	WBGene00033681	ortholog_one2many
caenorhabditis_brenneri	WBGene00156348	WBGene00032576	ortholog_one2one
caenorhabditis_brenneri	WBGene00156349		
caenorhabditis_brenneri	WBGene00156350	WBGene00039475	ortholog_one2many
caenorhabditis_brenneri	WBGene00156351	WBGene00028543	ortholog_one2one
caenorhabditis_brenneri	WBGene00156352		
caenorhabditis_brenneri	WBGene00156353	WBGene00035058	ortholog_one2one
caenorhabditis_brenneri	WBGene00156354	WBGene00031911	ortholog_one2one
caenorhabditis_brenneri	WBGene00156355		
caenorhabditis_brenneri	WBGene00156356	WBGene00024910	ortholog_one2many
caenorhabditis_brenneri	WBGene00156357		
caenorhabditis_brenneri	WBGene00156358		
caenorhabditis_brenneri	WBGene00156359	WBGene00040090	ortholog_one2many
caenorhabditis_brenneri	WBGene00156360		
caenorhabditis_brenneri	WBGene00156361		
caenorhabditis_brenneri	WBGene00156362		
caenorhabditis_brenneri	WBGene00156363	WBGene00026000	ortholog_one2one
caenorhabditis_brenneri	WBGene00156364	WBGene00039182	ortholog_one2many
caenorhabditis_brenneri	WBGene00156365	WBGene00034655	ortholog_one2one
caenorhabditis_brenneri	WBGene00156366	WBGene00037102	ortholog_one2many
caenorhabditis_brenneri	WBGene00156367	WBGene00028198	ortholog_one2many
caenorhabditis_brenneri	WBGene00156368	WBGene00087552	ortholog_one2many
caenorhabditis_brenneri	WBGene00156369		
caenorhabditis_brenneri	WBGene00156370		
caenorhabditis_brenneri	WBGene00156371	WBGene00038802	ortholog_one2one
caenorhabditis_brenneri	WBGene00156372		
caenorhabditis_brenneri	WBGene00156374	WBGene00027744	ortholog_one2one
caenorhabditis_brenneri	WBGene00156375	WBGene00031367	ortholog_one2one
caenorhabditis_brenneri	WBGene00156376	WBGene00034465	ortholog_many2many
caenorhabditis_brenneri	WBGene00156376	WBGene00037249	ortholog_many2many
caenorhabditis_brenneri	WBGene00156377		
caenorhabditis_brenneri	WBGene00156378	WBGene00027155	ortholog_one2one
caenorhabditis_brenneri	WBGene00156379	WBGene00036499	ortholog_one2one
caenorhabditis_brenneri	WBGene00156380	WBGene00027215	ortholog_one2many
caenorhabditis_brenneri	WBGene00156381		
caenorhabditis_brenneri	WBGene00156382		
caenorhabditis_brenneri	WBGene00156383	WBGene00034167	ortholog_one2many
caenorhabditis_brenneri	WBGene00156384	WBGene00028349	ortholog_one2one
caenorhabditis_brenneri	WBGene00156385	WBGene00027959	ortholog_many2many
caenorhabditis_brenneri	WBGene00156385	WBGene00087830	ortholog_many2many
caenorhabditis_brenneri	WBGene00156385	WBGene00027960	ortholog_many2many
caenorhabditis_brenneri	WBGene00156386	WBGene00040781	ortholog_one2one
caenorhabditis_brenneri	WBGene00156387		
caenorhabditis_brenneri	WBGene00156389		
caenorhabditis_brenneri	WBGene00156390		
caenorhabditis_brenneri	WBGene00156391	WBGene00037745	ortholog_one2one
caenorhabditis_brenneri	WBGene00156392		
caenorhabditis_brenneri	WBGene00156393		
caenorhabditis_brenneri	WBGene00156394		
caenorhabditis_brenneri	WBGene00156395	WBGene00025738	ortholog_one2many
caenorhabditis_brenneri	WBGene00156396	WBGene00029425	ortholog_one2one
caenorhabditis_brenneri	WBGene00156397	WBGene00040444	ortholog_one2one
caenorhabditis_brenneri	WBGene00156398		
caenorhabditis_brenneri	WBGene00156399		
caenorhabditis_brenneri	WBGene00156400		
caenorhabditis_brenneri	WBGene00156401		
caenorhabditis_brenneri	WBGene00156402		
caenorhabditis_brenneri	WBGene00156403	WBGene00028591	ortholog_many2many
caenorhabditis_brenneri	WBGene00156403	WBGene00028592	ortholog_many2many
caenorhabditis_brenneri	WBGene00156403	WBGene00028590	ortholog_many2many
caenorhabditis_brenneri	WBGene00156404	WBGene00041408	ortholog_one2many
caenorhabditis_brenneri	WBGene00156405		
caenorhabditis_brenneri	WBGene00156406		
caenorhabditis_brenneri	WBGene00156407		
caenorhabditis_brenneri	WBGene00156408		
caenorhabditis_brenneri	WBGene00156409	WBGene00029678	ortholog_one2one
caenorhabditis_brenneri	WBGene00156410		
caenorhabditis_brenneri	WBGene00156411	WBGene00027364	ortholog_one2many
caenorhabditis_brenneri	WBGene00156412	WBGene00089313	ortholog_one2one
caenorhabditis_brenneri	WBGene00156413	WBGene00041539	ortholog_one2many
caenorhabditis_brenneri	WBGene00156414		
caenorhabditis_brenneri	WBGene00156415		
caenorhabditis_brenneri	WBGene00156416		
caenorhabditis_brenneri	WBGene00156417	WBGene00033293	ortholog_one2many
caenorhabditis_brenneri	WBGene00156418	WBGene00030127	ortholog_one2many
caenorhabditis_brenneri	WBGene00156419		
caenorhabditis_brenneri	WBGene00156420	WBGene00036594	ortholog_one2one
caenorhabditis_brenneri	WBGene00156421		
caenorhabditis_brenneri	WBGene00156422		
caenorhabditis_brenneri	WBGene00156423		
caenorhabditis_brenneri	WBGene00156424	WBGene00037716	ortholog_one2one
caenorhabditis_brenneri	WBGene00156425	WBGene00030506	ortholog_one2many
caenorhabditis_brenneri	WBGene00156426		
caenorhabditis_brenneri	WBGene00156427	WBGene00036736	ortholog_one2many
caenorhabditis_brenneri	WBGene00156428		
caenorhabditis_brenneri	WBGene00156429		
caenorhabditis_brenneri	WBGene00156430	WBGene00025078	ortholog_one2many
caenorhabditis_brenneri	WBGene00156431	WBGene00030116	ortholog_many2many
caenorhabditis_brenneri	WBGene00156431	WBGene00038766	ortholog_many2many
caenorhabditis_brenneri	WBGene00156432	WBGene00039615	ortholog_one2many
caenorhabditis_brenneri	WBGene00156433	WBGene00040836	ortholog_one2one
caenorhabditis_brenneri	WBGene00156434	WBGene00038972	ortholog_one2many
caenorhabditis_brenneri	WBGene00156435		
caenorhabditis_brenneri	WBGene00156436	WBGene00028818	ortholog_one2many
caenorhabditis_brenneri	WBGene00156437	WBGene00024991	ortholog_one2one
caenorhabditis_brenneri	WBGene00156438		
caenorhabditis_brenneri	WBGene00156439	WBGene00023990	ortholog_one2many
caenorhabditis_brenneri	WBGene00156441		
caenorhabditis_brenneri	WBGene00156442		
caenorhabditis_brenneri	WBGene00156443	WBGene00027846	ortholog_one2many
caenorhabditis_brenneri	WBGene00156444		
caenorhabditis_brenneri	WBGene00156445		
caenorhabditis_brenneri	WBGene00156446		
caenorhabditis_brenneri	WBGene00156447	WBGene00028387	ortholog_many2many
caenorhabditis_brenneri	WBGene00156447	WBGene00028388	ortholog_many2many
caenorhabditis_brenneri	WBGene00156448		
caenorhabditis_brenneri	WBGene00156449		
caenorhabditis_brenneri	WBGene00156450	WBGene00035023	ortholog_one2one
caenorhabditis_brenneri	WBGene00156451		
caenorhabditis_brenneri	WBGene00156452	WBGene00024211	ortholog_one2one
caenorhabditis_brenneri	WBGene00156453		
caenorhabditis_brenneri	WBGene00156454		
caenorhabditis_brenneri	WBGene00156455		
caenorhabditis_brenneri	WBGene00156456		
caenorhabditis_brenneri	WBGene00156457		
caenorhabditis_brenneri	WBGene00156458		
caenorhabditis_brenneri	WBGene00156459		
caenorhabditis_brenneri	WBGene00156460	WBGene00024825	ortholog_one2many
caenorhabditis_brenneri	WBGene00156461	WBGene00024395	ortholog_one2many
caenorhabditis_brenneri	WBGene00156462	WBGene00029164	ortholog_one2one
caenorhabditis_brenneri	WBGene00156463	WBGene00088665	ortholog_one2many
caenorhabditis_brenneri	WBGene00156464	WBGene00041645	ortholog_many2many
caenorhabditis_brenneri	WBGene00156464	WBGene00041643	ortholog_many2many
caenorhabditis_brenneri	WBGene00156465	WBGene00027073	ortholog_one2many
caenorhabditis_brenneri	WBGene00156466	WBGene00087552	ortholog_one2many
caenorhabditis_brenneri	WBGene00156467	WBGene00038354	ortholog_one2many
caenorhabditis_brenneri	WBGene00156468		
caenorhabditis_brenneri	WBGene00156469		
caenorhabditis_brenneri	WBGene00156470		
caenorhabditis_brenneri	WBGene00156471	WBGene00027048	ortholog_many2many
caenorhabditis_brenneri	WBGene00156471	WBGene00027047	ortholog_many2many
caenorhabditis_brenneri	WBGene00156472	WBGene00042051	ortholog_one2many
caenorhabditis_brenneri	WBGene00156473		
caenorhabditis_brenneri	WBGene00156474	WBGene00039399	ortholog_one2many
caenorhabditis_brenneri	WBGene00156475		
caenorhabditis_brenneri	WBGene00156476		
caenorhabditis_brenneri	WBGene00156477	WBGene00025515	ortholog_many2many
caenorhabditis_brenneri	WBGene00156477	WBGene00025517	ortholog_many2many
caenorhabditis_brenneri	WBGene00156478		
caenorhabditis_brenneri	WBGene00156479		
caenorhabditis_brenneri	WBGene00156480	WBGene00030776	ortholog_one2one
caenorhabditis_brenneri	WBGene00156481	WBGene00041075	ortholog_one2one
caenorhabditis_brenneri	WBGene00156482	WBGene00026795	ortholog_one2many
caenorhabditis_brenneri	WBGene00156483		
caenorhabditis_brenneri	WBGene00156484		
caenorhabditis_brenneri	WBGene00156485		
caenorhabditis_brenneri	WBGene00156486		
caenorhabditis_brenneri	WBGene00156487		
caenorhabditis_brenneri	WBGene00156488	WBGene00039339	ortholog_one2one
caenorhabditis_brenneri	WBGene00156489		
caenorhabditis_brenneri	WBGene00156490	WBGene00033642	ortholog_one2many
caenorhabditis_brenneri	WBGene00156491	WBGene00029893	ortholog_one2many
caenorhabditis_brenneri	WBGene00156492		
caenorhabditis_brenneri	WBGene00156493		
caenorhabditis_brenneri	WBGene00156494	WBGene00028523	ortholog_one2many
caenorhabditis_brenneri	WBGene00156495		
caenorhabditis_brenneri	WBGene00156496	WBGene00037820	ortholog_one2many
caenorhabditis_brenneri	WBGene00156497		
caenorhabditis_brenneri	WBGene00156498	WBGene00032345	ortholog_one2one
caenorhabditis_brenneri	WBGene00156499	WBGene00024120	ortholog_one2many
caenorhabditis_brenneri	WBGene00156500	WBGene00041082	ortholog_one2many
caenorhabditis_brenneri	WBGene00156501		
caenorhabditis_brenneri	WBGene00156502	WBGene00042814	ortholog_one2one
caenorhabditis_brenneri	WBGene00156503	WBGene00025438	ortholog_one2many
caenorhabditis_brenneri	WBGene00156504		
caenorhabditis_brenneri	WBGene00156505	WBGene00032465	ortholog_one2many
caenorhabditis_brenneri	WBGene00156506		
caenorhabditis_brenneri	WBGene00156507		
caenorhabditis_brenneri	WBGene00156508		
caenorhabditis_brenneri	WBGene00156509		
caenorhabditis_brenneri	WBGene00156510	WBGene00041790	ortholog_one2many
caenorhabditis_brenneri	WBGene00156511	WBGene00034007	ortholog_one2one
caenorhabditis_brenneri	WBGene00156512		
caenorhabditis_brenneri	WBGene00156513	WBGene00033533	ortholog_one2one
caenorhabditis_brenneri	WBGene00156514	WBGene00041028	ortholog_one2many
caenorhabditis_brenneri	WBGene00156515	WBGene00040936	ortholog_one2many
caenorhabditis_brenneri	WBGene00156516		
caenorhabditis_brenneri	WBGene00156517		
caenorhabditis_brenneri	WBGene00156518	WBGene00030474	ortholog_one2many
caenorhabditis_brenneri	WBGene00156519	WBGene00037721	ortholog_one2one
caenorhabditis_brenneri	WBGene00156520		
caenorhabditis_brenneri	WBGene00156521		
caenorhabditis_brenneri	WBGene00156522	WBGene00032758	ortholog_one2one
caenorhabditis_brenneri	WBGene00156523	WBGene00041786	ortholog_one2many
caenorhabditis_brenneri	WBGene00156524	WBGene00025598	ortholog_one2many
caenorhabditis_brenneri	WBGene00156526	WBGene00040855	ortholog_one2many
caenorhabditis_brenneri	WBGene00156527	WBGene00040731	ortholog_one2many
caenorhabditis_brenneri	WBGene00156528	WBGene00030480	ortholog_one2one
caenorhabditis_brenneri	WBGene00156529		
caenorhabditis_brenneri	WBGene00156530	WBGene00030053	ortholog_one2many
caenorhabditis_brenneri	WBGene00156531	WBGene00030274	ortholog_one2one
caenorhabditis_brenneri	WBGene00156532		
caenorhabditis_brenneri	WBGene00156533		
caenorhabditis_brenneri	WBGene00156534	WBGene00038556	ortholog_one2one
caenorhabditis_brenneri	WBGene00156535	WBGene00031320	ortholog_one2one
caenorhabditis_brenneri	WBGene00156536	WBGene00088876	ortholog_one2one
caenorhabditis_brenneri	WBGene00156537	WBGene00028371	ortholog_one2one
caenorhabditis_brenneri	WBGene00156538	WBGene00026490	ortholog_one2one
caenorhabditis_brenneri	WBGene00156539	WBGene00040712	ortholog_one2many
caenorhabditis_brenneri	WBGene00156540	WBGene00038739	ortholog_one2one
caenorhabditis_brenneri	WBGene00156541	WBGene00031395	ortholog_one2one
caenorhabditis_brenneri	WBGene00156542		
caenorhabditis_brenneri	WBGene00156543	WBGene00042016	ortholog_many2many
caenorhabditis_brenneri	WBGene00156543	WBGene00031001	ortholog_many2many
caenorhabditis_brenneri	WBGene00156545		
caenorhabditis_brenneri	WBGene00156546		
caenorhabditis_brenneri	WBGene00156547	WBGene00029880	ortholog_one2many
caenorhabditis_brenneri	WBGene00156548	WBGene00040835	ortholog_one2one
caenorhabditis_brenneri	WBGene00156549	WBGene00025821	ortholog_one2many
caenorhabditis_brenneri	WBGene00156550		
caenorhabditis_brenneri	WBGene00156551		
caenorhabditis_brenneri	WBGene00156552	WBGene00034591	ortholog_one2one
caenorhabditis_brenneri	WBGene00156553		
caenorhabditis_brenneri	WBGene00156554	WBGene00042608	ortholog_one2one
caenorhabditis_brenneri	WBGene00156555		
caenorhabditis_brenneri	WBGene00156556	WBGene00041502	ortholog_one2one
caenorhabditis_brenneri	WBGene00156557		
caenorhabditis_brenneri	WBGene00156558	WBGene00024676	ortholog_one2many
caenorhabditis_brenneri	WBGene00156559		
caenorhabditis_brenneri	WBGene00156560		
caenorhabditis_brenneri	WBGene00156561	WBGene00087073	ortholog_one2many
caenorhabditis_brenneri	WBGene00156562	WBGene00037141	ortholog_one2one
caenorhabditis_brenneri	WBGene00156563	WBGene00037054	ortholog_one2one
caenorhabditis_brenneri	WBGene00156564	WBGene00026271	ortholog_one2one
caenorhabditis_brenneri	WBGene00156565	WBGene00024221	ortholog_one2one
caenorhabditis_brenneri	WBGene00156566		
caenorhabditis_brenneri	WBGene00156568		
caenorhabditis_brenneri	WBGene00156569	WBGene00025642	ortholog_one2many
caenorhabditis_brenneri	WBGene00156570		
caenorhabditis_brenneri	WBGene00156571		
caenorhabditis_brenneri	WBGene00156572		
caenorhabditis_brenneri	WBGene00156573		
caenorhabditis_brenneri	WBGene00156574	WBGene00028066	ortholog_one2one
caenorhabditis_brenneri	WBGene00156575	WBGene00035571	ortholog_one2one
caenorhabditis_brenneri	WBGene00156576		
caenorhabditis_brenneri	WBGene00156577	WBGene00028536	ortholog_one2many
caenorhabditis_brenneri	WBGene00156578	WBGene00024091	ortholog_one2one
caenorhabditis_brenneri	WBGene00156579	WBGene00024570	ortholog_one2many
caenorhabditis_brenneri	WBGene00156580	WBGene00042349	ortholog_one2many
caenorhabditis_brenneri	WBGene00156581		
caenorhabditis_brenneri	WBGene00156582	WBGene00036182	ortholog_one2one
caenorhabditis_brenneri	WBGene00156583	WBGene00033976	ortholog_one2one
caenorhabditis_brenneri	WBGene00156584		
caenorhabditis_brenneri	WBGene00156585	WBGene00037656	ortholog_one2one
caenorhabditis_brenneri	WBGene00156586		
caenorhabditis_brenneri	WBGene00156587	WBGene00034797	ortholog_one2one
caenorhabditis_brenneri	WBGene00156588	WBGene00036520	ortholog_one2one
caenorhabditis_brenneri	WBGene00156590	WBGene00034677	ortholog_many2many
caenorhabditis_brenneri	WBGene00156590	WBGene00031952	ortholog_many2many
caenorhabditis_brenneri	WBGene00156590	WBGene00035717	ortholog_many2many
caenorhabditis_brenneri	WBGene00156590	WBGene00034931	ortholog_many2many
caenorhabditis_brenneri	WBGene00156590	WBGene00031951	ortholog_many2many
caenorhabditis_brenneri	WBGene00156590	WBGene00024390	ortholog_many2many
caenorhabditis_brenneri	WBGene00156590	WBGene00024391	ortholog_many2many
caenorhabditis_brenneri	WBGene00156590	WBGene00034676	ortholog_many2many
caenorhabditis_brenneri	WBGene00156590	WBGene00031948	ortholog_many2many
caenorhabditis_brenneri	WBGene00156590	WBGene00034930	ortholog_many2many
caenorhabditis_brenneri	WBGene00156590	WBGene00035718	ortholog_many2many
caenorhabditis_brenneri	WBGene00156590	WBGene00024405	ortholog_many2many
caenorhabditis_brenneri	WBGene00156590	WBGene00031957	ortholog_many2many
caenorhabditis_brenneri	WBGene00156590	WBGene00031956	ortholog_many2many
caenorhabditis_brenneri	WBGene00156591	WBGene00029127	ortholog_one2many
caenorhabditis_brenneri	WBGene00156592		
caenorhabditis_brenneri	WBGene00156593	WBGene00030942	ortholog_one2one
caenorhabditis_brenneri	WBGene00156594		
caenorhabditis_brenneri	WBGene00156595	WBGene00025054	ortholog_one2one
caenorhabditis_brenneri	WBGene00156596		
caenorhabditis_brenneri	WBGene00156597	WBGene00037839	ortholog_one2many
caenorhabditis_brenneri	WBGene00156598		
caenorhabditis_brenneri	WBGene00156599		
caenorhabditis_brenneri	WBGene00156600		
caenorhabditis_brenneri	WBGene00156601	WBGene00028050	ortholog_one2one
caenorhabditis_brenneri	WBGene00156602	WBGene00038878	ortholog_one2many
caenorhabditis_brenneri	WBGene00156603	WBGene00039154	ortholog_one2one
caenorhabditis_brenneri	WBGene00156604	WBGene00031246	ortholog_one2one
caenorhabditis_brenneri	WBGene00156605	WBGene00027262	ortholog_one2many
caenorhabditis_brenneri	WBGene00156606		
caenorhabditis_brenneri	WBGene00156607		
caenorhabditis_brenneri	WBGene00156608	WBGene00036885	ortholog_one2one
caenorhabditis_brenneri	WBGene00156609	WBGene00036823	ortholog_one2one
caenorhabditis_brenneri	WBGene00156610	WBGene00038203	ortholog_one2many
caenorhabditis_brenneri	WBGene00156611	WBGene00024261	ortholog_one2many
caenorhabditis_brenneri	WBGene00156612		
caenorhabditis_brenneri	WBGene00156613	WBGene00025445	ortholog_one2many
caenorhabditis_brenneri	WBGene00156614	WBGene00037781	ortholog_one2one
caenorhabditis_brenneri	WBGene00156615	WBGene00040694	ortholog_one2many
caenorhabditis_brenneri	WBGene00156616	WBGene00035277	ortholog_one2many
caenorhabditis_brenneri	WBGene00156617		
caenorhabditis_brenneri	WBGene00156618	WBGene00041389	ortholog_one2one
caenorhabditis_brenneri	WBGene00156619	WBGene00033261	ortholog_one2one
caenorhabditis_brenneri	WBGene00156620	WBGene00042673	ortholog_one2one
caenorhabditis_brenneri	WBGene00156621		
caenorhabditis_brenneri	WBGene00156622		
caenorhabditis_brenneri	WBGene00156623	WBGene00039749	ortholog_one2many
caenorhabditis_brenneri	WBGene00156624		
caenorhabditis_brenneri	WBGene00156625		
caenorhabditis_brenneri	WBGene00156626	WBGene00025237	ortholog_one2one
caenorhabditis_brenneri	WBGene00156627		
caenorhabditis_brenneri	WBGene00156628	WBGene00026802	ortholog_one2one
caenorhabditis_brenneri	WBGene00156629	WBGene00036556	ortholog_one2one
caenorhabditis_brenneri	WBGene00156630	WBGene00037814	ortholog_one2many
caenorhabditis_brenneri	WBGene00156630	WBGene00037711	ortholog_one2many
caenorhabditis_brenneri	WBGene00156631	WBGene00034139	ortholog_one2many
caenorhabditis_brenneri	WBGene00156632	WBGene00037928	ortholog_one2many
caenorhabditis_brenneri	WBGene00156633	WBGene00035604	ortholog_one2one
caenorhabditis_brenneri	WBGene00156634	WBGene00024785	ortholog_one2many
caenorhabditis_brenneri	WBGene00156635	WBGene00032624	ortholog_one2many
caenorhabditis_brenneri	WBGene00156636		
caenorhabditis_brenneri	WBGene00156637		
caenorhabditis_brenneri	WBGene00156638		
caenorhabditis_brenneri	WBGene00156639	WBGene00038199	ortholog_one2one
caenorhabditis_brenneri	WBGene00156640	WBGene00035222	ortholog_one2one
caenorhabditis_brenneri	WBGene00156641	WBGene00032335	ortholog_one2one
caenorhabditis_brenneri	WBGene00156642		
caenorhabditis_brenneri	WBGene00156643	WBGene00034895	ortholog_one2one
caenorhabditis_brenneri	WBGene00156644	WBGene00037851	ortholog_one2one
caenorhabditis_brenneri	WBGene00156645	WBGene00033898	ortholog_one2one
caenorhabditis_brenneri	WBGene00156647	WBGene00036509	ortholog_one2one
caenorhabditis_brenneri	WBGene00156648	WBGene00042264	ortholog_one2many
caenorhabditis_brenneri	WBGene00156649	WBGene00041944	ortholog_many2many
caenorhabditis_brenneri	WBGene00156649	WBGene00041181	ortholog_many2many
caenorhabditis_brenneri	WBGene00156650		
caenorhabditis_brenneri	WBGene00156651		
caenorhabditis_brenneri	WBGene00156652	WBGene00028707	ortholog_one2many
caenorhabditis_brenneri	WBGene00156653		
caenorhabditis_brenneri	WBGene00156654	WBGene00026512	ortholog_one2many
caenorhabditis_brenneri	WBGene00156655		
caenorhabditis_brenneri	WBGene00156656	WBGene00035167	ortholog_one2one
caenorhabditis_brenneri	WBGene00156657	WBGene00033329	ortholog_one2many
caenorhabditis_brenneri	WBGene00156658		
caenorhabditis_brenneri	WBGene00156659		
caenorhabditis_brenneri	WBGene00156660	WBGene00030050	ortholog_one2many
caenorhabditis_brenneri	WBGene00156661	WBGene00032534	ortholog_one2many
caenorhabditis_brenneri	WBGene00156662	WBGene00033527	ortholog_one2many
caenorhabditis_brenneri	WBGene00156663		
caenorhabditis_brenneri	WBGene00156664		
caenorhabditis_brenneri	WBGene00156665	WBGene00023876	ortholog_one2many
caenorhabditis_brenneri	WBGene00156666		
caenorhabditis_brenneri	WBGene00156667		
caenorhabditis_brenneri	WBGene00156668		
caenorhabditis_brenneri	WBGene00156669	WBGene00026061	ortholog_one2one
caenorhabditis_brenneri	WBGene00156670		
caenorhabditis_brenneri	WBGene00156671	WBGene00026804	ortholog_one2many
caenorhabditis_brenneri	WBGene00156672	WBGene00029075	ortholog_one2one
caenorhabditis_brenneri	WBGene00156673	WBGene00038648	ortholog_one2one
caenorhabditis_brenneri	WBGene00156674	WBGene00036961	ortholog_one2one
caenorhabditis_brenneri	WBGene00156675	WBGene00032266	ortholog_many2many
caenorhabditis_brenneri	WBGene00156675	WBGene00032273	ortholog_many2many
caenorhabditis_brenneri	WBGene00156675	WBGene00032244	ortholog_many2many
caenorhabditis_brenneri	WBGene00156675	WBGene00032270	ortholog_many2many
caenorhabditis_brenneri	WBGene00156675	WBGene00032271	ortholog_many2many
caenorhabditis_brenneri	WBGene00156675	WBGene00026988	ortholog_many2many
caenorhabditis_brenneri	WBGene00156675	WBGene00032272	ortholog_many2many
