Genome project	Gene stable ID	Homology type	Caenorhabditis briggsae [WS251] gene stable ID
caenorhabditis_elegans	WBGene00012252	ortholog_one2many	WBGene00040710
caenorhabditis_elegans	WBGene00012253	ortholog_one2one	WBGene00037357
caenorhabditis_elegans	WBGene00012254		
caenorhabditis_elegans	WBGene00012255	ortholog_one2one	WBGene00037113
caenorhabditis_elegans	WBGene00012256	ortholog_one2one	WBGene00037112
caenorhabditis_elegans	WBGene00012257	ortholog_one2one	WBGene00037111
caenorhabditis_elegans	WBGene00012258	ortholog_one2many	WBGene00037109
caenorhabditis_elegans	WBGene00012258	ortholog_one2many	WBGene00037063
caenorhabditis_elegans	WBGene00012259	ortholog_one2one	WBGene00037061
caenorhabditis_elegans	WBGene00012260	ortholog_one2one	WBGene00037060
caenorhabditis_elegans	WBGene00012261	ortholog_one2one	WBGene00037114
caenorhabditis_elegans	WBGene00012264		
caenorhabditis_elegans	WBGene00012265		
caenorhabditis_elegans	WBGene00012266		
caenorhabditis_elegans	WBGene00012267	ortholog_many2many	WBGene00034394
caenorhabditis_elegans	WBGene00012267	ortholog_many2many	WBGene00034395
caenorhabditis_elegans	WBGene00012268	ortholog_many2many	WBGene00034394
caenorhabditis_elegans	WBGene00012268	ortholog_many2many	WBGene00034395
caenorhabditis_elegans	WBGene00012269		
caenorhabditis_elegans	WBGene00012270	ortholog_one2many	WBGene00034162
caenorhabditis_elegans	WBGene00012271	ortholog_one2one	WBGene00037720
caenorhabditis_elegans	WBGene00012272	ortholog_one2one	WBGene00037708
caenorhabditis_elegans	WBGene00012273	ortholog_one2many	WBGene00037814
caenorhabditis_elegans	WBGene00012273	ortholog_one2many	WBGene00037711
caenorhabditis_elegans	WBGene00012274	ortholog_one2one	WBGene00027050
caenorhabditis_elegans	WBGene00012275	ortholog_one2one	WBGene00029815
caenorhabditis_elegans	WBGene00012276	ortholog_one2one	WBGene00039239
caenorhabditis_elegans	WBGene00012277	ortholog_one2one	WBGene00030314
caenorhabditis_elegans	WBGene00012278	ortholog_one2one	WBGene00030315
caenorhabditis_elegans	WBGene00012279	ortholog_one2one	WBGene00030316
caenorhabditis_elegans	WBGene00012280	ortholog_one2one	WBGene00041668
caenorhabditis_elegans	WBGene00012281	ortholog_one2one	WBGene00041669
caenorhabditis_elegans	WBGene00012282	ortholog_one2one	WBGene00041667
caenorhabditis_elegans	WBGene00012283		
caenorhabditis_elegans	WBGene00012284		
caenorhabditis_elegans	WBGene00012285	ortholog_one2one	WBGene00039864
caenorhabditis_elegans	WBGene00012286	ortholog_one2many	WBGene00039855
caenorhabditis_elegans	WBGene00012287	ortholog_one2many	WBGene00039855
caenorhabditis_elegans	WBGene00012288	ortholog_one2many	WBGene00039855
caenorhabditis_elegans	WBGene00012289	ortholog_one2one	WBGene00029885
caenorhabditis_elegans	WBGene00012290	ortholog_one2one	WBGene00031681
caenorhabditis_elegans	WBGene00012291	ortholog_one2one	WBGene00032718
caenorhabditis_elegans	WBGene00012293	ortholog_one2one	WBGene00032719
caenorhabditis_elegans	WBGene00012294		
caenorhabditis_elegans	WBGene00012295	ortholog_one2one	WBGene00036217
caenorhabditis_elegans	WBGene00012296	ortholog_one2one	WBGene00033383
caenorhabditis_elegans	WBGene00012297	ortholog_one2many	WBGene00039567
caenorhabditis_elegans	WBGene00012298	ortholog_one2one	WBGene00033385
caenorhabditis_elegans	WBGene00012299		
caenorhabditis_elegans	WBGene00012300	ortholog_one2one	WBGene00027784
caenorhabditis_elegans	WBGene00012301		
caenorhabditis_elegans	WBGene00012302		
caenorhabditis_elegans	WBGene00012303		
caenorhabditis_elegans	WBGene00012304	ortholog_one2one	WBGene00042699
caenorhabditis_elegans	WBGene00012305		
caenorhabditis_elegans	WBGene00012306	ortholog_one2one	WBGene00037735
caenorhabditis_elegans	WBGene00012307	ortholog_one2one	WBGene00037736
caenorhabditis_elegans	WBGene00012308	ortholog_one2one	WBGene00027560
caenorhabditis_elegans	WBGene00012309		
caenorhabditis_elegans	WBGene00012310	ortholog_one2many	WBGene00027553
caenorhabditis_elegans	WBGene00012310	ortholog_one2many	WBGene00025766
caenorhabditis_elegans	WBGene00012311		
caenorhabditis_elegans	WBGene00012312		
caenorhabditis_elegans	WBGene00012313		
caenorhabditis_elegans	WBGene00012314		
caenorhabditis_elegans	WBGene00012315	ortholog_one2one	WBGene00042487
caenorhabditis_elegans	WBGene00012316	ortholog_one2one	WBGene00042137
caenorhabditis_elegans	WBGene00012317	ortholog_one2one	WBGene00029843
caenorhabditis_elegans	WBGene00012318	ortholog_one2one	WBGene00028001
caenorhabditis_elegans	WBGene00012319	ortholog_one2one	WBGene00028002
caenorhabditis_elegans	WBGene00012321	ortholog_one2one	WBGene00027999
caenorhabditis_elegans	WBGene00012322	ortholog_one2one	WBGene00024226
caenorhabditis_elegans	WBGene00012323	ortholog_one2many	WBGene00024246
caenorhabditis_elegans	WBGene00012324	ortholog_one2many	WBGene00024246
caenorhabditis_elegans	WBGene00012325	ortholog_one2one	WBGene00024245
caenorhabditis_elegans	WBGene00012326	ortholog_one2one	WBGene00025132
caenorhabditis_elegans	WBGene00012328	ortholog_one2one	WBGene00039673
caenorhabditis_elegans	WBGene00012329	ortholog_one2one	WBGene00039672
caenorhabditis_elegans	WBGene00012330	ortholog_one2one	WBGene00039671
caenorhabditis_elegans	WBGene00012332	ortholog_one2one	WBGene00039670
caenorhabditis_elegans	WBGene00012333	ortholog_one2one	WBGene00039668
caenorhabditis_elegans	WBGene00012334	ortholog_one2one	WBGene00039669
caenorhabditis_elegans	WBGene00012335	ortholog_one2one	WBGene00031031
caenorhabditis_elegans	WBGene00012336		
caenorhabditis_elegans	WBGene00012337	ortholog_one2one	WBGene00031029
caenorhabditis_elegans	WBGene00012339	ortholog_one2one	WBGene00031027
caenorhabditis_elegans	WBGene00012340	ortholog_one2one	WBGene00026339
caenorhabditis_elegans	WBGene00012341	ortholog_one2one	WBGene00026336
caenorhabditis_elegans	WBGene00012342	ortholog_one2one	WBGene00026335
caenorhabditis_elegans	WBGene00012343	ortholog_one2one	WBGene00039380
caenorhabditis_elegans	WBGene00012344	ortholog_one2one	WBGene00039367
caenorhabditis_elegans	WBGene00012345	ortholog_one2one	WBGene00039365
caenorhabditis_elegans	WBGene00012346	ortholog_many2many	WBGene00042051
caenorhabditis_elegans	WBGene00012346	ortholog_many2many	WBGene00040646
caenorhabditis_elegans	WBGene00012346	ortholog_many2many	WBGene00042468
caenorhabditis_elegans	WBGene00012347	ortholog_one2one	WBGene00041282
caenorhabditis_elegans	WBGene00012348	ortholog_one2one	WBGene00041281
caenorhabditis_elegans	WBGene00012349		
caenorhabditis_elegans	WBGene00012351	ortholog_one2one	WBGene00038943
caenorhabditis_elegans	WBGene00012352	ortholog_one2one	WBGene00038940
caenorhabditis_elegans	WBGene00012353	ortholog_one2one	WBGene00038937
caenorhabditis_elegans	WBGene00012354	ortholog_one2one	WBGene00038936
caenorhabditis_elegans	WBGene00012356	ortholog_one2one	WBGene00033972
caenorhabditis_elegans	WBGene00012357	ortholog_one2many	WBGene00033989
caenorhabditis_elegans	WBGene00012358	ortholog_one2one	WBGene00033981
caenorhabditis_elegans	WBGene00012359	ortholog_one2one	WBGene00037765
caenorhabditis_elegans	WBGene00012360	ortholog_one2one	WBGene00037766
caenorhabditis_elegans	WBGene00012361	ortholog_one2many	WBGene00037769
caenorhabditis_elegans	WBGene00012361	ortholog_one2many	WBGene00037816
caenorhabditis_elegans	WBGene00012362	ortholog_one2one	WBGene00037767
caenorhabditis_elegans	WBGene00012363	ortholog_one2many	WBGene00037768
caenorhabditis_elegans	WBGene00012363	ortholog_one2many	WBGene00037815
caenorhabditis_elegans	WBGene00012364	ortholog_one2one	WBGene00032707
caenorhabditis_elegans	WBGene00012365	ortholog_one2one	WBGene00034364
caenorhabditis_elegans	WBGene00012366	ortholog_one2one	WBGene00034368
caenorhabditis_elegans	WBGene00012369	ortholog_one2one	WBGene00034365
caenorhabditis_elegans	WBGene00012370	ortholog_one2one	WBGene00195066
caenorhabditis_elegans	WBGene00012371	ortholog_one2one	WBGene00034367
caenorhabditis_elegans	WBGene00012372	ortholog_one2one	WBGene00025793
caenorhabditis_elegans	WBGene00012373	ortholog_one2many	WBGene00025791
caenorhabditis_elegans	WBGene00012374		
caenorhabditis_elegans	WBGene00012375	ortholog_one2one	WBGene00025795
caenorhabditis_elegans	WBGene00012376	ortholog_one2one	WBGene00033393
caenorhabditis_elegans	WBGene00012378		
caenorhabditis_elegans	WBGene00012379	ortholog_one2one	WBGene00026459
caenorhabditis_elegans	WBGene00012380		
caenorhabditis_elegans	WBGene00012381	ortholog_one2one	WBGene00028943
caenorhabditis_elegans	WBGene00012382	ortholog_one2many	WBGene00028344
caenorhabditis_elegans	WBGene00012382	ortholog_one2many	WBGene00028343
caenorhabditis_elegans	WBGene00012383	ortholog_one2one	WBGene00028345
caenorhabditis_elegans	WBGene00012385	ortholog_one2one	WBGene00028346
caenorhabditis_elegans	WBGene00012386	ortholog_one2one	WBGene00038944
caenorhabditis_elegans	WBGene00012387	ortholog_one2one	WBGene00034358
caenorhabditis_elegans	WBGene00012388		
caenorhabditis_elegans	WBGene00012389	ortholog_one2one	WBGene00034378
caenorhabditis_elegans	WBGene00012390	ortholog_one2many	WBGene00034377
caenorhabditis_elegans	WBGene00012390	ortholog_one2many	WBGene00042255
caenorhabditis_elegans	WBGene00012391	ortholog_one2one	WBGene00034376
caenorhabditis_elegans	WBGene00012393	ortholog_one2one	WBGene00034375
caenorhabditis_elegans	WBGene00012394	ortholog_one2one	WBGene00035950
caenorhabditis_elegans	WBGene00012395		
caenorhabditis_elegans	WBGene00012396	ortholog_one2many	WBGene00039754
caenorhabditis_elegans	WBGene00012396	ortholog_one2many	WBGene00039734
caenorhabditis_elegans	WBGene00012396	ortholog_one2many	WBGene00039737
caenorhabditis_elegans	WBGene00012396	ortholog_one2many	WBGene00039738
caenorhabditis_elegans	WBGene00012396	ortholog_one2many	WBGene00039752
caenorhabditis_elegans	WBGene00012396	ortholog_one2many	WBGene00039755
caenorhabditis_elegans	WBGene00012396	ortholog_one2many	WBGene00039733
caenorhabditis_elegans	WBGene00012396	ortholog_one2many	WBGene00039735
caenorhabditis_elegans	WBGene00012396	ortholog_one2many	WBGene00039736
caenorhabditis_elegans	WBGene00012396	ortholog_one2many	WBGene00039753
caenorhabditis_elegans	WBGene00012397		
caenorhabditis_elegans	WBGene00012398	ortholog_one2one	WBGene00032654
caenorhabditis_elegans	WBGene00012399	ortholog_one2many	WBGene00032650
caenorhabditis_elegans	WBGene00012399	ortholog_one2many	WBGene00032649
caenorhabditis_elegans	WBGene00012400		
caenorhabditis_elegans	WBGene00012401	ortholog_one2one	WBGene00032656
caenorhabditis_elegans	WBGene00012402	ortholog_one2one	WBGene00032657
caenorhabditis_elegans	WBGene00012404	ortholog_one2many	WBGene00034515
caenorhabditis_elegans	WBGene00012405	ortholog_one2many	WBGene00024120
caenorhabditis_elegans	WBGene00012406		
caenorhabditis_elegans	WBGene00012407	ortholog_one2one	WBGene00029711
caenorhabditis_elegans	WBGene00012408		
caenorhabditis_elegans	WBGene00012409		
caenorhabditis_elegans	WBGene00012411		
caenorhabditis_elegans	WBGene00012412		
caenorhabditis_elegans	WBGene00012413		
caenorhabditis_elegans	WBGene00012414		
caenorhabditis_elegans	WBGene00012415		
caenorhabditis_elegans	WBGene00012416	ortholog_one2one	WBGene00034388
caenorhabditis_elegans	WBGene00012420	ortholog_one2one	WBGene00034508
caenorhabditis_elegans	WBGene00012421	ortholog_one2one	WBGene00024228
caenorhabditis_elegans	WBGene00012422		
caenorhabditis_elegans	WBGene00012423	ortholog_one2one	WBGene00034522
caenorhabditis_elegans	WBGene00012424	ortholog_one2many	WBGene00034523
caenorhabditis_elegans	WBGene00012425	ortholog_one2many	WBGene00034523
caenorhabditis_elegans	WBGene00012428	ortholog_one2one	WBGene00035417
caenorhabditis_elegans	WBGene00012429	ortholog_one2one	WBGene00035414
caenorhabditis_elegans	WBGene00012431		
caenorhabditis_elegans	WBGene00012432		
caenorhabditis_elegans	WBGene00012433	ortholog_one2one	WBGene00035410
caenorhabditis_elegans	WBGene00012434	ortholog_one2one	WBGene00035409
caenorhabditis_elegans	WBGene00012435	ortholog_one2one	WBGene00035405
caenorhabditis_elegans	WBGene00012436	ortholog_one2one	WBGene00035401
caenorhabditis_elegans	WBGene00012437	ortholog_one2one	WBGene00035391
caenorhabditis_elegans	WBGene00012439	ortholog_one2one	WBGene00029463
caenorhabditis_elegans	WBGene00012440	ortholog_one2one	WBGene00029464
caenorhabditis_elegans	WBGene00012441	ortholog_one2one	WBGene00029651
caenorhabditis_elegans	WBGene00012442	ortholog_one2one	WBGene00029652
caenorhabditis_elegans	WBGene00012443	ortholog_one2one	WBGene00029653
caenorhabditis_elegans	WBGene00012444	ortholog_one2one	WBGene00029654
caenorhabditis_elegans	WBGene00012445	ortholog_one2one	WBGene00029582
caenorhabditis_elegans	WBGene00012446	ortholog_one2one	WBGene00042068
caenorhabditis_elegans	WBGene00012448	ortholog_one2one	WBGene00029469
caenorhabditis_elegans	WBGene00012449	ortholog_one2many	WBGene00039658
caenorhabditis_elegans	WBGene00012450	ortholog_one2many	WBGene00043001
caenorhabditis_elegans	WBGene00012450	ortholog_one2many	WBGene00041904
caenorhabditis_elegans	WBGene00012451	ortholog_one2one	WBGene00041903
caenorhabditis_elegans	WBGene00012452		
caenorhabditis_elegans	WBGene00012454		
caenorhabditis_elegans	WBGene00012455		
caenorhabditis_elegans	WBGene00012456	ortholog_many2many	WBGene00031085
caenorhabditis_elegans	WBGene00012456	ortholog_many2many	WBGene00033654
caenorhabditis_elegans	WBGene00012457	ortholog_one2many	WBGene00043018
caenorhabditis_elegans	WBGene00012457	ortholog_one2many	WBGene00039762
caenorhabditis_elegans	WBGene00012457	ortholog_one2many	WBGene00039913
caenorhabditis_elegans	WBGene00012458	ortholog_one2one	WBGene00039911
caenorhabditis_elegans	WBGene00012459	ortholog_one2one	WBGene00039910
caenorhabditis_elegans	WBGene00012460	ortholog_one2one	WBGene00039909
caenorhabditis_elegans	WBGene00012461	ortholog_one2one	WBGene00039906
caenorhabditis_elegans	WBGene00012462	ortholog_one2one	WBGene00039900
caenorhabditis_elegans	WBGene00012463	ortholog_one2one	WBGene00039904
caenorhabditis_elegans	WBGene00012464	ortholog_one2one	WBGene00024307
caenorhabditis_elegans	WBGene00012465	ortholog_one2one	WBGene00039905
caenorhabditis_elegans	WBGene00012466	ortholog_one2one	WBGene00039903
caenorhabditis_elegans	WBGene00012467	ortholog_one2one	WBGene00024305
caenorhabditis_elegans	WBGene00012468	ortholog_one2one	WBGene00039896
caenorhabditis_elegans	WBGene00012469	ortholog_one2one	WBGene00039895
caenorhabditis_elegans	WBGene00012470		
caenorhabditis_elegans	WBGene00012471	ortholog_one2one	WBGene00039912
caenorhabditis_elegans	WBGene00012472		
caenorhabditis_elegans	WBGene00012473		
caenorhabditis_elegans	WBGene00012474	ortholog_one2one	WBGene00029856
caenorhabditis_elegans	WBGene00012475	ortholog_one2one	WBGene00029855
caenorhabditis_elegans	WBGene00012476	ortholog_one2one	WBGene00029854
caenorhabditis_elegans	WBGene00012477		
caenorhabditis_elegans	WBGene00012478	ortholog_one2one	WBGene00029857
caenorhabditis_elegans	WBGene00012479	ortholog_one2one	WBGene00029858
caenorhabditis_elegans	WBGene00012480	ortholog_one2many	WBGene00029859
caenorhabditis_elegans	WBGene00012481	ortholog_one2one	WBGene00025282
caenorhabditis_elegans	WBGene00012482	ortholog_one2many	WBGene00029859
caenorhabditis_elegans	WBGene00012483	ortholog_one2one	WBGene00029863
caenorhabditis_elegans	WBGene00012484	ortholog_one2one	WBGene00029862
caenorhabditis_elegans	WBGene00012486		
caenorhabditis_elegans	WBGene00012487	ortholog_one2one	WBGene00029867
caenorhabditis_elegans	WBGene00012488	ortholog_one2many	WBGene00029859
caenorhabditis_elegans	WBGene00012489		
caenorhabditis_elegans	WBGene00012490	ortholog_one2one	WBGene00039584
caenorhabditis_elegans	WBGene00012491	ortholog_one2many	WBGene00034515
caenorhabditis_elegans	WBGene00012492		
caenorhabditis_elegans	WBGene00012494	ortholog_one2one	WBGene00031130
caenorhabditis_elegans	WBGene00012496	ortholog_one2many	WBGene00028444
caenorhabditis_elegans	WBGene00012497	ortholog_one2one	WBGene00028445
caenorhabditis_elegans	WBGene00012500	ortholog_one2one	WBGene00029818
caenorhabditis_elegans	WBGene00012501		
caenorhabditis_elegans	WBGene00012502	ortholog_one2one	WBGene00029817
caenorhabditis_elegans	WBGene00012503		
caenorhabditis_elegans	WBGene00012504		
caenorhabditis_elegans	WBGene00012505	ortholog_one2many	WBGene00028845
caenorhabditis_elegans	WBGene00012509	ortholog_one2many	WBGene00088792
caenorhabditis_elegans	WBGene00012510		
caenorhabditis_elegans	WBGene00012512	ortholog_one2many	WBGene00042438
caenorhabditis_elegans	WBGene00012512	ortholog_one2many	WBGene00042439
caenorhabditis_elegans	WBGene00012512	ortholog_one2many	WBGene00029419
caenorhabditis_elegans	WBGene00012513	ortholog_one2one	WBGene00029420
caenorhabditis_elegans	WBGene00012514	ortholog_one2one	WBGene00029422
caenorhabditis_elegans	WBGene00012515		
caenorhabditis_elegans	WBGene00012516	ortholog_one2many	WBGene00036002
caenorhabditis_elegans	WBGene00012518		
caenorhabditis_elegans	WBGene00012519		
caenorhabditis_elegans	WBGene00012520		
caenorhabditis_elegans	WBGene00012521		
caenorhabditis_elegans	WBGene00012522	ortholog_one2one	WBGene00042193
caenorhabditis_elegans	WBGene00012523	ortholog_many2many	WBGene00042530
caenorhabditis_elegans	WBGene00012523	ortholog_many2many	WBGene00038039
caenorhabditis_elegans	WBGene00012524		
caenorhabditis_elegans	WBGene00012525		
caenorhabditis_elegans	WBGene00012526	ortholog_many2many	WBGene00043005
caenorhabditis_elegans	WBGene00012526	ortholog_many2many	WBGene00036853
caenorhabditis_elegans	WBGene00012526	ortholog_many2many	WBGene00032704
caenorhabditis_elegans	WBGene00012526	ortholog_many2many	WBGene00088083
caenorhabditis_elegans	WBGene00012526	ortholog_many2many	WBGene00027420
caenorhabditis_elegans	WBGene00012526	ortholog_many2many	WBGene00037428
caenorhabditis_elegans	WBGene00012526	ortholog_many2many	WBGene00024502
caenorhabditis_elegans	WBGene00012526	ortholog_many2many	WBGene00042110
caenorhabditis_elegans	WBGene00012526	ortholog_many2many	WBGene00042836
caenorhabditis_elegans	WBGene00012526	ortholog_many2many	WBGene00036985
caenorhabditis_elegans	WBGene00012526	ortholog_many2many	WBGene00031922
caenorhabditis_elegans	WBGene00012526	ortholog_many2many	WBGene00042829
caenorhabditis_elegans	WBGene00012526	ortholog_many2many	WBGene00037430
caenorhabditis_elegans	WBGene00012526	ortholog_many2many	WBGene00042493
caenorhabditis_elegans	WBGene00012526	ortholog_many2many	WBGene00088081
caenorhabditis_elegans	WBGene00012526	ortholog_many2many	WBGene00040428
caenorhabditis_elegans	WBGene00012527	ortholog_one2one	WBGene00031168
caenorhabditis_elegans	WBGene00012528	ortholog_one2one	WBGene00031167
caenorhabditis_elegans	WBGene00012529		
caenorhabditis_elegans	WBGene00012530	ortholog_one2one	WBGene00031166
caenorhabditis_elegans	WBGene00012531	ortholog_one2one	WBGene00031161
caenorhabditis_elegans	WBGene00012532	ortholog_one2one	WBGene00031162
caenorhabditis_elegans	WBGene00012533		
caenorhabditis_elegans	WBGene00012535	ortholog_one2one	WBGene00041008
caenorhabditis_elegans	WBGene00012536	ortholog_one2one	WBGene00041007
caenorhabditis_elegans	WBGene00012537		
caenorhabditis_elegans	WBGene00012538	ortholog_one2one	WBGene00038121
caenorhabditis_elegans	WBGene00012540	ortholog_one2one	WBGene00028334
caenorhabditis_elegans	WBGene00012541		
caenorhabditis_elegans	WBGene00012542	ortholog_one2one	WBGene00024482
caenorhabditis_elegans	WBGene00012543	ortholog_one2one	WBGene00038118
caenorhabditis_elegans	WBGene00012544	ortholog_one2one	WBGene00035889
caenorhabditis_elegans	WBGene00012545	ortholog_one2one	WBGene00035892
caenorhabditis_elegans	WBGene00012546	ortholog_one2one	WBGene00035893
caenorhabditis_elegans	WBGene00012547		
caenorhabditis_elegans	WBGene00012548	ortholog_one2one	WBGene00035895
caenorhabditis_elegans	WBGene00012549		
caenorhabditis_elegans	WBGene00012550	ortholog_one2one	WBGene00035909
caenorhabditis_elegans	WBGene00012551	ortholog_one2many	WBGene00041644
caenorhabditis_elegans	WBGene00012551	ortholog_one2many	WBGene00040212
caenorhabditis_elegans	WBGene00012551	ortholog_one2many	WBGene00040221
caenorhabditis_elegans	WBGene00012552	ortholog_one2many	WBGene00037752
caenorhabditis_elegans	WBGene00012553	ortholog_one2one	WBGene00035907
caenorhabditis_elegans	WBGene00012554	ortholog_one2one	WBGene00035903
caenorhabditis_elegans	WBGene00012555	ortholog_one2one	WBGene00035902
caenorhabditis_elegans	WBGene00012556	ortholog_one2one	WBGene00035901
caenorhabditis_elegans	WBGene00012557	ortholog_one2one	WBGene00035900
caenorhabditis_elegans	WBGene00012558	ortholog_one2one	WBGene00035899
caenorhabditis_elegans	WBGene00012559	ortholog_one2one	WBGene00035898
caenorhabditis_elegans	WBGene00012560	ortholog_one2one	WBGene00035890
caenorhabditis_elegans	WBGene00012561	ortholog_one2one	WBGene00035894
caenorhabditis_elegans	WBGene00012562	ortholog_one2many	WBGene00028444
caenorhabditis_elegans	WBGene00012564		
caenorhabditis_elegans	WBGene00012565		
caenorhabditis_elegans	WBGene00012566		
caenorhabditis_elegans	WBGene00012567	ortholog_one2many	WBGene00042198
caenorhabditis_elegans	WBGene00012570		
caenorhabditis_elegans	WBGene00012571		
caenorhabditis_elegans	WBGene00012573	ortholog_one2one	WBGene00036072
caenorhabditis_elegans	WBGene00012574	ortholog_one2one	WBGene00088701
caenorhabditis_elegans	WBGene00012575		
caenorhabditis_elegans	WBGene00012576		
caenorhabditis_elegans	WBGene00012577		
caenorhabditis_elegans	WBGene00012578	ortholog_one2one	WBGene00034382
caenorhabditis_elegans	WBGene00012579		
caenorhabditis_elegans	WBGene00012580		
caenorhabditis_elegans	WBGene00012581		
caenorhabditis_elegans	WBGene00012582		
caenorhabditis_elegans	WBGene00012583		
caenorhabditis_elegans	WBGene00012584		
caenorhabditis_elegans	WBGene00012585	ortholog_many2many	WBGene00033854
caenorhabditis_elegans	WBGene00012585	ortholog_many2many	WBGene00031723
caenorhabditis_elegans	WBGene00012585	ortholog_many2many	WBGene00031724
caenorhabditis_elegans	WBGene00012586	ortholog_one2many	WBGene00042848
caenorhabditis_elegans	WBGene00012586	ortholog_one2many	WBGene00031725
caenorhabditis_elegans	WBGene00012587	ortholog_many2many	WBGene00031731
caenorhabditis_elegans	WBGene00012587	ortholog_many2many	WBGene00042852
caenorhabditis_elegans	WBGene00012587	ortholog_many2many	WBGene00031732
caenorhabditis_elegans	WBGene00012587	ortholog_many2many	WBGene00031729
caenorhabditis_elegans	WBGene00012587	ortholog_many2many	WBGene00031730
caenorhabditis_elegans	WBGene00012588	ortholog_many2many	WBGene00033854
caenorhabditis_elegans	WBGene00012588	ortholog_many2many	WBGene00031723
caenorhabditis_elegans	WBGene00012588	ortholog_many2many	WBGene00031724
caenorhabditis_elegans	WBGene00012589	ortholog_many2many	WBGene00031731
caenorhabditis_elegans	WBGene00012589	ortholog_many2many	WBGene00042852
caenorhabditis_elegans	WBGene00012589	ortholog_many2many	WBGene00031732
caenorhabditis_elegans	WBGene00012589	ortholog_many2many	WBGene00031729
caenorhabditis_elegans	WBGene00012589	ortholog_many2many	WBGene00031730
caenorhabditis_elegans	WBGene00012590	ortholog_many2many	WBGene00031731
caenorhabditis_elegans	WBGene00012590	ortholog_many2many	WBGene00042852
caenorhabditis_elegans	WBGene00012590	ortholog_many2many	WBGene00031732
caenorhabditis_elegans	WBGene00012590	ortholog_many2many	WBGene00031729
caenorhabditis_elegans	WBGene00012590	ortholog_many2many	WBGene00031730
caenorhabditis_elegans	WBGene00012591	ortholog_many2many	WBGene00031731
caenorhabditis_elegans	WBGene00012591	ortholog_many2many	WBGene00042852
caenorhabditis_elegans	WBGene00012591	ortholog_many2many	WBGene00031732
caenorhabditis_elegans	WBGene00012591	ortholog_many2many	WBGene00031729
caenorhabditis_elegans	WBGene00012591	ortholog_many2many	WBGene00031730
caenorhabditis_elegans	WBGene00012592		
caenorhabditis_elegans	WBGene00012593	ortholog_many2many	WBGene00031726
caenorhabditis_elegans	WBGene00012593	ortholog_many2many	WBGene00042850
caenorhabditis_elegans	WBGene00012593	ortholog_many2many	WBGene00031733
caenorhabditis_elegans	WBGene00012593	ortholog_many2many	WBGene00042849
caenorhabditis_elegans	WBGene00012593	ortholog_many2many	WBGene00031727
caenorhabditis_elegans	WBGene00012594	ortholog_many2many	WBGene00031726
caenorhabditis_elegans	WBGene00012594	ortholog_many2many	WBGene00042850
caenorhabditis_elegans	WBGene00012594	ortholog_many2many	WBGene00031733
caenorhabditis_elegans	WBGene00012594	ortholog_many2many	WBGene00042849
caenorhabditis_elegans	WBGene00012594	ortholog_many2many	WBGene00031727
caenorhabditis_elegans	WBGene00012595	ortholog_one2one	WBGene00026881
caenorhabditis_elegans	WBGene00012596	ortholog_one2one	WBGene00031737
caenorhabditis_elegans	WBGene00012597	ortholog_one2one	WBGene00031739
caenorhabditis_elegans	WBGene00012598	ortholog_one2one	WBGene00031742
caenorhabditis_elegans	WBGene00012600	ortholog_one2one	WBGene00031746
caenorhabditis_elegans	WBGene00012602	ortholog_one2one	WBGene00029807
caenorhabditis_elegans	WBGene00012603		
caenorhabditis_elegans	WBGene00012604	ortholog_many2many	WBGene00031731
caenorhabditis_elegans	WBGene00012604	ortholog_many2many	WBGene00042852
caenorhabditis_elegans	WBGene00012604	ortholog_many2many	WBGene00031732
caenorhabditis_elegans	WBGene00012604	ortholog_many2many	WBGene00031729
caenorhabditis_elegans	WBGene00012604	ortholog_many2many	WBGene00031730
caenorhabditis_elegans	WBGene00012605	ortholog_one2one	WBGene00025754
caenorhabditis_elegans	WBGene00012606	ortholog_one2one	WBGene00025755
caenorhabditis_elegans	WBGene00012607	ortholog_one2one	WBGene00025757
caenorhabditis_elegans	WBGene00012608	ortholog_one2one	WBGene00025759
caenorhabditis_elegans	WBGene00012609	ortholog_one2one	WBGene00025761
caenorhabditis_elegans	WBGene00012610	ortholog_one2one	WBGene00025762
caenorhabditis_elegans	WBGene00012612	ortholog_one2one	WBGene00028030
caenorhabditis_elegans	WBGene00012614	ortholog_one2one	WBGene00028031
caenorhabditis_elegans	WBGene00012615	ortholog_one2one	WBGene00028012
caenorhabditis_elegans	WBGene00012616		
caenorhabditis_elegans	WBGene00012617		
caenorhabditis_elegans	WBGene00012618	ortholog_one2one	WBGene00041199
caenorhabditis_elegans	WBGene00012621		
caenorhabditis_elegans	WBGene00012622		
caenorhabditis_elegans	WBGene00012623		
caenorhabditis_elegans	WBGene00012624		
caenorhabditis_elegans	WBGene00012625		
caenorhabditis_elegans	WBGene00012626	ortholog_one2one	WBGene00028022
caenorhabditis_elegans	WBGene00012627		
caenorhabditis_elegans	WBGene00012628	ortholog_one2one	WBGene00028021
caenorhabditis_elegans	WBGene00012629		
caenorhabditis_elegans	WBGene00012630		
caenorhabditis_elegans	WBGene00012631		
caenorhabditis_elegans	WBGene00012632	ortholog_one2one	WBGene00028020
caenorhabditis_elegans	WBGene00012633	ortholog_many2many	WBGene00042724
caenorhabditis_elegans	WBGene00012633	ortholog_many2many	WBGene00042723
caenorhabditis_elegans	WBGene00012634	ortholog_one2many	WBGene00023566
caenorhabditis_elegans	WBGene00012635	ortholog_one2one	WBGene00024950
caenorhabditis_elegans	WBGene00012636		
