Genome project	Gene stable ID	Homology type	Caenorhabditis remanei [WS251] gene stable ID
caenorhabditis_briggsae	WBGene00033253		
caenorhabditis_briggsae	WBGene00033254	ortholog_one2one	WBGene00064113
caenorhabditis_briggsae	WBGene00033255		
caenorhabditis_briggsae	WBGene00033256	ortholog_one2one	WBGene00064112
caenorhabditis_briggsae	WBGene00033257	ortholog_one2one	WBGene00064111
caenorhabditis_briggsae	WBGene00033258	ortholog_one2one	WBGene00064110
caenorhabditis_briggsae	WBGene00033259		
caenorhabditis_briggsae	WBGene00033260	ortholog_one2one	WBGene00064109
caenorhabditis_briggsae	WBGene00033261	ortholog_one2one	WBGene00064125
caenorhabditis_briggsae	WBGene00033262	ortholog_one2many	WBGene00064126
caenorhabditis_briggsae	WBGene00033263		
caenorhabditis_briggsae	WBGene00033264	ortholog_one2many	WBGene00064126
caenorhabditis_briggsae	WBGene00033265	ortholog_one2one	WBGene00072946
caenorhabditis_briggsae	WBGene00033266	ortholog_one2one	WBGene00064127
caenorhabditis_briggsae	WBGene00033267	ortholog_one2one	WBGene00064128
caenorhabditis_briggsae	WBGene00033268	ortholog_one2one	WBGene00083925
caenorhabditis_briggsae	WBGene00033269	ortholog_one2one	WBGene00064129
caenorhabditis_briggsae	WBGene00033270	ortholog_one2one	WBGene00064131
caenorhabditis_briggsae	WBGene00033271	ortholog_one2one	WBGene00064132
caenorhabditis_briggsae	WBGene00033272	ortholog_one2one	WBGene00064133
caenorhabditis_briggsae	WBGene00033273	ortholog_one2one	WBGene00064134
caenorhabditis_briggsae	WBGene00033274	ortholog_one2one	WBGene00060060
caenorhabditis_briggsae	WBGene00033275	ortholog_one2one	WBGene00060059
caenorhabditis_briggsae	WBGene00033276	ortholog_one2one	WBGene00060055
caenorhabditis_briggsae	WBGene00033277	ortholog_one2one	WBGene00060058
caenorhabditis_briggsae	WBGene00033278	ortholog_one2one	WBGene00060056
caenorhabditis_briggsae	WBGene00033279	ortholog_one2one	WBGene00060054
caenorhabditis_briggsae	WBGene00033280	ortholog_one2one	WBGene00060053
caenorhabditis_briggsae	WBGene00033281	ortholog_one2one	WBGene00060052
caenorhabditis_briggsae	WBGene00033282	ortholog_one2one	WBGene00060050
caenorhabditis_briggsae	WBGene00033283	ortholog_one2one	WBGene00060049
caenorhabditis_briggsae	WBGene00033284		
caenorhabditis_briggsae	WBGene00033286	ortholog_one2one	WBGene00060046
caenorhabditis_briggsae	WBGene00033287	ortholog_one2one	WBGene00060045
caenorhabditis_briggsae	WBGene00033288		
caenorhabditis_briggsae	WBGene00033289	ortholog_one2one	WBGene00060044
caenorhabditis_briggsae	WBGene00033290	ortholog_one2one	WBGene00060043
caenorhabditis_briggsae	WBGene00033291	ortholog_one2one	WBGene00060042
caenorhabditis_briggsae	WBGene00033292	ortholog_one2one	WBGene00060041
caenorhabditis_briggsae	WBGene00033293	ortholog_one2one	WBGene00059413
caenorhabditis_briggsae	WBGene00033294	ortholog_one2one	WBGene00060039
caenorhabditis_briggsae	WBGene00033295	ortholog_one2one	WBGene00060038
caenorhabditis_briggsae	WBGene00033296	ortholog_one2one	WBGene00060037
caenorhabditis_briggsae	WBGene00033297	ortholog_one2one	WBGene00060036
caenorhabditis_briggsae	WBGene00033298	ortholog_one2one	WBGene00060035
caenorhabditis_briggsae	WBGene00033299	ortholog_one2one	WBGene00060033
caenorhabditis_briggsae	WBGene00033300	ortholog_one2one	WBGene00060032
caenorhabditis_briggsae	WBGene00033301	ortholog_one2many	WBGene00060031
caenorhabditis_briggsae	WBGene00033301	ortholog_one2many	WBGene00070951
caenorhabditis_briggsae	WBGene00033302	ortholog_one2one	WBGene00060030
caenorhabditis_briggsae	WBGene00033303	ortholog_one2one	WBGene00060029
caenorhabditis_briggsae	WBGene00033304	ortholog_one2one	WBGene00060028
caenorhabditis_briggsae	WBGene00033305	ortholog_one2one	WBGene00060027
caenorhabditis_briggsae	WBGene00033306	ortholog_one2one	WBGene00060026
caenorhabditis_briggsae	WBGene00033307	ortholog_one2one	WBGene00060025
caenorhabditis_briggsae	WBGene00033308	ortholog_one2one	WBGene00060024
caenorhabditis_briggsae	WBGene00033309	ortholog_one2one	WBGene00060023
caenorhabditis_briggsae	WBGene00033311	ortholog_one2one	WBGene00060022
caenorhabditis_briggsae	WBGene00033312	ortholog_one2one	WBGene00060021
caenorhabditis_briggsae	WBGene00033313	ortholog_one2many	WBGene00086100
caenorhabditis_briggsae	WBGene00033314	ortholog_one2many	WBGene00086100
caenorhabditis_briggsae	WBGene00033315	ortholog_one2one	WBGene00060014
caenorhabditis_briggsae	WBGene00033316	ortholog_one2one	WBGene00060013
caenorhabditis_briggsae	WBGene00033317	ortholog_one2one	WBGene00060012
caenorhabditis_briggsae	WBGene00033318	ortholog_one2one	WBGene00060010
caenorhabditis_briggsae	WBGene00033319	ortholog_one2one	WBGene00060009
caenorhabditis_briggsae	WBGene00033320	ortholog_one2many	WBGene00064527
caenorhabditis_briggsae	WBGene00033320	ortholog_one2many	WBGene00061171
caenorhabditis_briggsae	WBGene00033321	ortholog_one2one	WBGene00060007
caenorhabditis_briggsae	WBGene00033322	ortholog_one2one	WBGene00060006
caenorhabditis_briggsae	WBGene00033323	ortholog_one2one	WBGene00060005
caenorhabditis_briggsae	WBGene00033324	ortholog_one2one	WBGene00060004
caenorhabditis_briggsae	WBGene00033325	ortholog_one2one	WBGene00060003
caenorhabditis_briggsae	WBGene00033326	ortholog_one2one	WBGene00060002
caenorhabditis_briggsae	WBGene00033327	ortholog_one2one	WBGene00060001
caenorhabditis_briggsae	WBGene00033328	ortholog_one2one	WBGene00060000
caenorhabditis_briggsae	WBGene00033329	ortholog_one2one	WBGene00086136
caenorhabditis_briggsae	WBGene00033330	ortholog_one2one	WBGene00059999
caenorhabditis_briggsae	WBGene00033331	ortholog_one2one	WBGene00059998
caenorhabditis_briggsae	WBGene00033332	ortholog_one2one	WBGene00086161
caenorhabditis_briggsae	WBGene00033333	ortholog_one2one	WBGene00059995
caenorhabditis_briggsae	WBGene00033334	ortholog_one2one	WBGene00059994
caenorhabditis_briggsae	WBGene00033335	ortholog_one2one	WBGene00059993
caenorhabditis_briggsae	WBGene00033336		
caenorhabditis_briggsae	WBGene00033337	ortholog_one2many	WBGene00059992
caenorhabditis_briggsae	WBGene00033338	ortholog_one2one	WBGene00059991
caenorhabditis_briggsae	WBGene00033339	ortholog_one2many	WBGene00078696
caenorhabditis_briggsae	WBGene00033339	ortholog_one2many	WBGene00086102
caenorhabditis_briggsae	WBGene00033339	ortholog_one2many	WBGene00078691
caenorhabditis_briggsae	WBGene00033340	ortholog_one2one	WBGene00059990
caenorhabditis_briggsae	WBGene00033341	ortholog_one2many	WBGene00080002
caenorhabditis_briggsae	WBGene00033342	ortholog_one2one	WBGene00059989
caenorhabditis_briggsae	WBGene00033343	ortholog_one2one	WBGene00059987
caenorhabditis_briggsae	WBGene00033344	ortholog_one2one	WBGene00059984
caenorhabditis_briggsae	WBGene00033345	ortholog_one2one	WBGene00059982
caenorhabditis_briggsae	WBGene00033346	ortholog_one2one	WBGene00059981
caenorhabditis_briggsae	WBGene00033347	ortholog_one2one	WBGene00059979
caenorhabditis_briggsae	WBGene00033348	ortholog_one2one	WBGene00059978
caenorhabditis_briggsae	WBGene00033349	ortholog_one2one	WBGene00059977
caenorhabditis_briggsae	WBGene00033350	ortholog_one2one	WBGene00059976
caenorhabditis_briggsae	WBGene00033351		
caenorhabditis_briggsae	WBGene00033352	ortholog_one2one	WBGene00059974
caenorhabditis_briggsae	WBGene00033353	ortholog_one2one	WBGene00059973
caenorhabditis_briggsae	WBGene00033354	ortholog_one2one	WBGene00059972
caenorhabditis_briggsae	WBGene00033355	ortholog_one2one	WBGene00059971
caenorhabditis_briggsae	WBGene00033356	ortholog_one2one	WBGene00059970
caenorhabditis_briggsae	WBGene00033357	ortholog_one2one	WBGene00059969
caenorhabditis_briggsae	WBGene00033358	ortholog_one2one	WBGene00059968
caenorhabditis_briggsae	WBGene00033359	ortholog_one2one	WBGene00059967
caenorhabditis_briggsae	WBGene00033360	ortholog_one2many	WBGene00059965
caenorhabditis_briggsae	WBGene00033361	ortholog_one2one	WBGene00059962
caenorhabditis_briggsae	WBGene00033362	ortholog_one2one	WBGene00059961
caenorhabditis_briggsae	WBGene00033363	ortholog_one2one	WBGene00059960
caenorhabditis_briggsae	WBGene00033364	ortholog_one2many	WBGene00059997
caenorhabditis_briggsae	WBGene00033365		
caenorhabditis_briggsae	WBGene00033366	ortholog_one2one	WBGene00059959
caenorhabditis_briggsae	WBGene00033367	ortholog_one2one	WBGene00059957
caenorhabditis_briggsae	WBGene00033368	ortholog_one2many	WBGene00086109
caenorhabditis_briggsae	WBGene00033368	ortholog_one2many	WBGene00059954
caenorhabditis_briggsae	WBGene00033369	ortholog_one2many	WBGene00067262
caenorhabditis_briggsae	WBGene00033369	ortholog_one2many	WBGene00059953
caenorhabditis_briggsae	WBGene00033370	ortholog_one2one	WBGene00059952
caenorhabditis_briggsae	WBGene00033371		
caenorhabditis_briggsae	WBGene00033372		
caenorhabditis_briggsae	WBGene00033373	ortholog_one2one	WBGene00059950
caenorhabditis_briggsae	WBGene00033374	ortholog_one2one	WBGene00059949
caenorhabditis_briggsae	WBGene00033375	ortholog_one2one	WBGene00059947
caenorhabditis_briggsae	WBGene00033376	ortholog_one2one	WBGene00059948
caenorhabditis_briggsae	WBGene00033377	ortholog_one2one	WBGene00059945
caenorhabditis_briggsae	WBGene00033378	ortholog_one2one	WBGene00059944
caenorhabditis_briggsae	WBGene00033379	ortholog_one2one	WBGene00059942
caenorhabditis_briggsae	WBGene00033381	ortholog_one2one	WBGene00059940
caenorhabditis_briggsae	WBGene00033382	ortholog_one2one	WBGene00059939
caenorhabditis_briggsae	WBGene00033383	ortholog_one2one	WBGene00059938
caenorhabditis_briggsae	WBGene00033384	ortholog_one2one	WBGene00057086
caenorhabditis_briggsae	WBGene00033385	ortholog_one2one	WBGene00059937
caenorhabditis_briggsae	WBGene00033386	ortholog_one2one	WBGene00059936
caenorhabditis_briggsae	WBGene00033387	ortholog_one2one	WBGene00059935
caenorhabditis_briggsae	WBGene00033388	ortholog_one2one	WBGene00059934
caenorhabditis_briggsae	WBGene00033389	ortholog_one2one	WBGene00059933
caenorhabditis_briggsae	WBGene00033390		
caenorhabditis_briggsae	WBGene00033391	ortholog_one2one	WBGene00059932
caenorhabditis_briggsae	WBGene00033392	ortholog_one2one	WBGene00059931
caenorhabditis_briggsae	WBGene00033393	ortholog_one2one	WBGene00059930
caenorhabditis_briggsae	WBGene00033394	ortholog_one2one	WBGene00059929
caenorhabditis_briggsae	WBGene00033395	ortholog_one2one	WBGene00059928
caenorhabditis_briggsae	WBGene00033396	ortholog_one2one	WBGene00059927
caenorhabditis_briggsae	WBGene00033397	ortholog_one2one	WBGene00059926
caenorhabditis_briggsae	WBGene00033398	ortholog_one2one	WBGene00059925
caenorhabditis_briggsae	WBGene00033399	ortholog_one2one	WBGene00059924
caenorhabditis_briggsae	WBGene00033400	ortholog_one2one	WBGene00086128
caenorhabditis_briggsae	WBGene00033401	ortholog_one2one	WBGene00059922
caenorhabditis_briggsae	WBGene00033402	ortholog_one2one	WBGene00059921
caenorhabditis_briggsae	WBGene00033403	ortholog_one2one	WBGene00059920
caenorhabditis_briggsae	WBGene00033404	ortholog_one2one	WBGene00059919
caenorhabditis_briggsae	WBGene00033405		
caenorhabditis_briggsae	WBGene00033406	ortholog_one2one	WBGene00059918
caenorhabditis_briggsae	WBGene00033407	ortholog_one2one	WBGene00059916
caenorhabditis_briggsae	WBGene00033408	ortholog_one2one	WBGene00059912
caenorhabditis_briggsae	WBGene00033409	ortholog_one2one	WBGene00059911
caenorhabditis_briggsae	WBGene00033410	ortholog_one2one	WBGene00059910
caenorhabditis_briggsae	WBGene00033411	ortholog_one2one	WBGene00059909
caenorhabditis_briggsae	WBGene00033412	ortholog_one2one	WBGene00059908
caenorhabditis_briggsae	WBGene00033413	ortholog_one2many	WBGene00085120
caenorhabditis_briggsae	WBGene00033413	ortholog_one2many	WBGene00065823
caenorhabditis_briggsae	WBGene00033414		
caenorhabditis_briggsae	WBGene00033415	ortholog_one2one	WBGene00061413
caenorhabditis_briggsae	WBGene00033416	ortholog_one2one	WBGene00061400
caenorhabditis_briggsae	WBGene00033417	ortholog_one2one	WBGene00061399
caenorhabditis_briggsae	WBGene00033418	ortholog_one2one	WBGene00060062
caenorhabditis_briggsae	WBGene00033419	ortholog_one2one	WBGene00060063
caenorhabditis_briggsae	WBGene00033420	ortholog_one2one	WBGene00060064
caenorhabditis_briggsae	WBGene00033421	ortholog_one2one	WBGene00060065
caenorhabditis_briggsae	WBGene00033422	ortholog_one2one	WBGene00060066
caenorhabditis_briggsae	WBGene00033423	ortholog_one2one	WBGene00060067
caenorhabditis_briggsae	WBGene00033424	ortholog_one2one	WBGene00060069
caenorhabditis_briggsae	WBGene00033425	ortholog_one2one	WBGene00060071
caenorhabditis_briggsae	WBGene00033426	ortholog_one2one	WBGene00060072
caenorhabditis_briggsae	WBGene00033427	ortholog_one2one	WBGene00060073
caenorhabditis_briggsae	WBGene00033428	ortholog_one2one	WBGene00060074
caenorhabditis_briggsae	WBGene00033429	ortholog_one2one	WBGene00060075
caenorhabditis_briggsae	WBGene00033430	ortholog_one2one	WBGene00086151
caenorhabditis_briggsae	WBGene00033431	ortholog_one2one	WBGene00060078
caenorhabditis_briggsae	WBGene00033432	ortholog_one2one	WBGene00060079
caenorhabditis_briggsae	WBGene00033433	ortholog_one2one	WBGene00060081
caenorhabditis_briggsae	WBGene00033434	ortholog_one2one	WBGene00060082
caenorhabditis_briggsae	WBGene00033436	ortholog_one2one	WBGene00085554
caenorhabditis_briggsae	WBGene00033437	ortholog_one2one	WBGene00060090
caenorhabditis_briggsae	WBGene00033438	ortholog_one2one	WBGene00060091
caenorhabditis_briggsae	WBGene00033439	ortholog_one2one	WBGene00060092
caenorhabditis_briggsae	WBGene00033440	ortholog_one2one	WBGene00060093
caenorhabditis_briggsae	WBGene00033441	ortholog_one2one	WBGene00060094
caenorhabditis_briggsae	WBGene00033442	ortholog_one2one	WBGene00075169
caenorhabditis_briggsae	WBGene00033443	ortholog_one2one	WBGene00060096
caenorhabditis_briggsae	WBGene00033444	ortholog_one2one	WBGene00060097
caenorhabditis_briggsae	WBGene00033445	ortholog_one2one	WBGene00060098
caenorhabditis_briggsae	WBGene00033446	ortholog_one2one	WBGene00060099
caenorhabditis_briggsae	WBGene00033447	ortholog_one2one	WBGene00060100
caenorhabditis_briggsae	WBGene00033448		
caenorhabditis_briggsae	WBGene00033449	ortholog_one2one	WBGene00060102
caenorhabditis_briggsae	WBGene00033450	ortholog_one2one	WBGene00060592
caenorhabditis_briggsae	WBGene00033451	ortholog_one2one	WBGene00060104
caenorhabditis_briggsae	WBGene00033452	ortholog_one2one	WBGene00086160
caenorhabditis_briggsae	WBGene00033453	ortholog_one2one	WBGene00060105
caenorhabditis_briggsae	WBGene00033454	ortholog_one2one	WBGene00060107
caenorhabditis_briggsae	WBGene00033455		
caenorhabditis_briggsae	WBGene00033456	ortholog_one2one	WBGene00064235
caenorhabditis_briggsae	WBGene00033457	ortholog_one2one	WBGene00064237
caenorhabditis_briggsae	WBGene00033458	ortholog_one2one	WBGene00064238
caenorhabditis_briggsae	WBGene00033459	ortholog_one2one	WBGene00064240
caenorhabditis_briggsae	WBGene00033460	ortholog_one2one	WBGene00064242
caenorhabditis_briggsae	WBGene00033461	ortholog_one2one	WBGene00064244
caenorhabditis_briggsae	WBGene00033462	ortholog_one2one	WBGene00055965
caenorhabditis_briggsae	WBGene00033463	ortholog_one2one	WBGene00064245
caenorhabditis_briggsae	WBGene00033464	ortholog_one2one	WBGene00064246
caenorhabditis_briggsae	WBGene00033465	ortholog_one2one	WBGene00064247
caenorhabditis_briggsae	WBGene00033466	ortholog_one2one	WBGene00064248
caenorhabditis_briggsae	WBGene00033467	ortholog_one2one	WBGene00064249
caenorhabditis_briggsae	WBGene00033468	ortholog_one2one	WBGene00064251
caenorhabditis_briggsae	WBGene00033469		
caenorhabditis_briggsae	WBGene00033470	ortholog_one2one	WBGene00064252
caenorhabditis_briggsae	WBGene00033471	ortholog_one2one	WBGene00064253
caenorhabditis_briggsae	WBGene00033472	ortholog_one2one	WBGene00064254
caenorhabditis_briggsae	WBGene00033473	ortholog_one2many	WBGene00064256
caenorhabditis_briggsae	WBGene00033474	ortholog_one2one	WBGene00064257
caenorhabditis_briggsae	WBGene00033475	ortholog_one2one	WBGene00064258
caenorhabditis_briggsae	WBGene00033476	ortholog_one2one	WBGene00064261
caenorhabditis_briggsae	WBGene00033477	ortholog_one2one	WBGene00064266
caenorhabditis_briggsae	WBGene00033478	ortholog_one2one	WBGene00064271
caenorhabditis_briggsae	WBGene00033479	ortholog_one2one	WBGene00064277
caenorhabditis_briggsae	WBGene00033480	ortholog_one2many	WBGene00072338
caenorhabditis_briggsae	WBGene00033480	ortholog_one2many	WBGene00072339
caenorhabditis_briggsae	WBGene00033481	ortholog_one2one	WBGene00064278
caenorhabditis_briggsae	WBGene00033482	ortholog_one2one	WBGene00064279
caenorhabditis_briggsae	WBGene00033483	ortholog_one2one	WBGene00064280
caenorhabditis_briggsae	WBGene00033484	ortholog_one2one	WBGene00064281
caenorhabditis_briggsae	WBGene00033485	ortholog_one2one	WBGene00064282
caenorhabditis_briggsae	WBGene00033486	ortholog_one2many	WBGene00064283
caenorhabditis_briggsae	WBGene00033486	ortholog_one2many	WBGene00086146
caenorhabditis_briggsae	WBGene00033487	ortholog_one2one	WBGene00064284
caenorhabditis_briggsae	WBGene00033488	ortholog_one2one	WBGene00064285
caenorhabditis_briggsae	WBGene00033489	ortholog_one2many	WBGene00064288
caenorhabditis_briggsae	WBGene00033489	ortholog_one2many	WBGene00064286
caenorhabditis_briggsae	WBGene00033490	ortholog_one2one	WBGene00064289
caenorhabditis_briggsae	WBGene00033491		
caenorhabditis_briggsae	WBGene00033492	ortholog_one2one	WBGene00064398
caenorhabditis_briggsae	WBGene00033493	ortholog_one2one	WBGene00064291
caenorhabditis_briggsae	WBGene00033494	ortholog_one2one	WBGene00064292
caenorhabditis_briggsae	WBGene00033495	ortholog_one2one	WBGene00064293
caenorhabditis_briggsae	WBGene00033496	ortholog_one2one	WBGene00064294
caenorhabditis_briggsae	WBGene00033497	ortholog_one2one	WBGene00064295
caenorhabditis_briggsae	WBGene00033498	ortholog_one2one	WBGene00064296
caenorhabditis_briggsae	WBGene00033499	ortholog_one2one	WBGene00056350
caenorhabditis_briggsae	WBGene00033500	ortholog_one2many	WBGene00086158
caenorhabditis_briggsae	WBGene00033500	ortholog_one2many	WBGene00064300
caenorhabditis_briggsae	WBGene00033501	ortholog_one2one	WBGene00064303
caenorhabditis_briggsae	WBGene00033502	ortholog_one2one	WBGene00064309
caenorhabditis_briggsae	WBGene00033503		
caenorhabditis_briggsae	WBGene00033504	ortholog_one2one	WBGene00064310
caenorhabditis_briggsae	WBGene00033505	ortholog_one2one	WBGene00064311
caenorhabditis_briggsae	WBGene00033506	ortholog_one2one	WBGene00064312
caenorhabditis_briggsae	WBGene00033507	ortholog_one2one	WBGene00064313
caenorhabditis_briggsae	WBGene00033508	ortholog_one2one	WBGene00064315
caenorhabditis_briggsae	WBGene00033509	ortholog_one2one	WBGene00064316
caenorhabditis_briggsae	WBGene00033510	ortholog_one2one	WBGene00064317
caenorhabditis_briggsae	WBGene00033511	ortholog_one2one	WBGene00064319
caenorhabditis_briggsae	WBGene00033512	ortholog_one2one	WBGene00064320
caenorhabditis_briggsae	WBGene00033513	ortholog_one2one	WBGene00064322
caenorhabditis_briggsae	WBGene00033514	ortholog_one2many	WBGene00074264
caenorhabditis_briggsae	WBGene00033514	ortholog_one2many	WBGene00055450
caenorhabditis_briggsae	WBGene00033514	ortholog_one2many	WBGene00078032
caenorhabditis_briggsae	WBGene00033514	ortholog_one2many	WBGene00063453
caenorhabditis_briggsae	WBGene00033515	ortholog_one2one	WBGene00064324
caenorhabditis_briggsae	WBGene00033516	ortholog_one2one	WBGene00064326
caenorhabditis_briggsae	WBGene00033517	ortholog_one2one	WBGene00064327
caenorhabditis_briggsae	WBGene00033518		
caenorhabditis_briggsae	WBGene00033520		
caenorhabditis_briggsae	WBGene00033521	ortholog_one2one	WBGene00064329
caenorhabditis_briggsae	WBGene00033522	ortholog_one2one	WBGene00064330
caenorhabditis_briggsae	WBGene00033523	ortholog_one2one	WBGene00064331
caenorhabditis_briggsae	WBGene00033524	ortholog_many2many	WBGene00062907
caenorhabditis_briggsae	WBGene00033524	ortholog_many2many	WBGene00081201
caenorhabditis_briggsae	WBGene00033524	ortholog_many2many	WBGene00079179
caenorhabditis_briggsae	WBGene00033524	ortholog_many2many	WBGene00069033
caenorhabditis_briggsae	WBGene00033525	ortholog_one2one	WBGene00072630
caenorhabditis_briggsae	WBGene00033526	ortholog_one2one	WBGene00072628
caenorhabditis_briggsae	WBGene00033527	ortholog_one2many	WBGene00064259
caenorhabditis_briggsae	WBGene00033527	ortholog_one2many	WBGene00060089
caenorhabditis_briggsae	WBGene00033527	ortholog_one2many	WBGene00072627
caenorhabditis_briggsae	WBGene00033528	ortholog_one2one	WBGene00072625
caenorhabditis_briggsae	WBGene00033529	ortholog_one2one	WBGene00072624
caenorhabditis_briggsae	WBGene00033530	ortholog_one2one	WBGene00072623
caenorhabditis_briggsae	WBGene00033531	ortholog_one2one	WBGene00070541
caenorhabditis_briggsae	WBGene00033532	ortholog_one2one	WBGene00070540
caenorhabditis_briggsae	WBGene00033533	ortholog_one2many	WBGene00081274
caenorhabditis_briggsae	WBGene00033533	ortholog_one2many	WBGene00070539
caenorhabditis_briggsae	WBGene00033534		
caenorhabditis_briggsae	WBGene00033535	ortholog_one2one	WBGene00070534
caenorhabditis_briggsae	WBGene00033536	ortholog_one2one	WBGene00070533
caenorhabditis_briggsae	WBGene00033537	ortholog_one2one	WBGene00081276
caenorhabditis_briggsae	WBGene00033538	ortholog_one2one	WBGene00070532
caenorhabditis_briggsae	WBGene00033539	ortholog_one2one	WBGene00070531
caenorhabditis_briggsae	WBGene00033540	ortholog_one2one	WBGene00070520
caenorhabditis_briggsae	WBGene00033541	ortholog_one2one	WBGene00070944
caenorhabditis_briggsae	WBGene00033542	ortholog_one2one	WBGene00060057
caenorhabditis_briggsae	WBGene00033543	ortholog_one2many	WBGene00072327
caenorhabditis_briggsae	WBGene00033543	ortholog_one2many	WBGene00066713
caenorhabditis_briggsae	WBGene00033543	ortholog_one2many	WBGene00064314
caenorhabditis_briggsae	WBGene00033544	ortholog_one2many	WBGene00076500
caenorhabditis_briggsae	WBGene00033544	ortholog_one2many	WBGene00072328
caenorhabditis_briggsae	WBGene00033545		
caenorhabditis_briggsae	WBGene00033546	ortholog_one2one	WBGene00068978
caenorhabditis_briggsae	WBGene00033547	ortholog_one2one	WBGene00068979
caenorhabditis_briggsae	WBGene00033548	ortholog_one2one	WBGene00068980
caenorhabditis_briggsae	WBGene00033549	ortholog_one2one	WBGene00068981
caenorhabditis_briggsae	WBGene00033550	ortholog_one2one	WBGene00068982
caenorhabditis_briggsae	WBGene00033551	ortholog_one2one	WBGene00068983
caenorhabditis_briggsae	WBGene00033552	ortholog_one2one	WBGene00085549
caenorhabditis_briggsae	WBGene00033553	ortholog_one2one	WBGene00068984
caenorhabditis_briggsae	WBGene00033554	ortholog_one2one	WBGene00068985
caenorhabditis_briggsae	WBGene00033555	ortholog_one2one	WBGene00068986
caenorhabditis_briggsae	WBGene00033556	ortholog_one2one	WBGene00068987
caenorhabditis_briggsae	WBGene00033557	ortholog_one2one	WBGene00068988
caenorhabditis_briggsae	WBGene00033558	ortholog_one2one	WBGene00068989
caenorhabditis_briggsae	WBGene00033559	ortholog_one2one	WBGene00068990
caenorhabditis_briggsae	WBGene00033560	ortholog_one2many	WBGene00068993
caenorhabditis_briggsae	WBGene00033560	ortholog_one2many	WBGene00068991
caenorhabditis_briggsae	WBGene00033561	ortholog_many2many	WBGene00068994
caenorhabditis_briggsae	WBGene00033561	ortholog_many2many	WBGene00056136
caenorhabditis_briggsae	WBGene00033561	ortholog_many2many	WBGene00085564
caenorhabditis_briggsae	WBGene00033561	ortholog_many2many	WBGene00056099
caenorhabditis_briggsae	WBGene00033562	ortholog_one2many	WBGene00068995
caenorhabditis_briggsae	WBGene00033562	ortholog_one2many	WBGene00068992
caenorhabditis_briggsae	WBGene00033563	ortholog_one2one	WBGene00068996
caenorhabditis_briggsae	WBGene00033564		
caenorhabditis_briggsae	WBGene00033565	ortholog_one2many	WBGene00079728
caenorhabditis_briggsae	WBGene00033566	ortholog_many2many	WBGene00070240
caenorhabditis_briggsae	WBGene00033566	ortholog_many2many	WBGene00070239
caenorhabditis_briggsae	WBGene00033567	ortholog_many2many	WBGene00070240
caenorhabditis_briggsae	WBGene00033567	ortholog_many2many	WBGene00070239
caenorhabditis_briggsae	WBGene00033568	ortholog_one2one	WBGene00060015
caenorhabditis_briggsae	WBGene00033569	ortholog_one2many	WBGene00070245
caenorhabditis_briggsae	WBGene00033569	ortholog_one2many	WBGene00070242
caenorhabditis_briggsae	WBGene00033570	ortholog_one2one	WBGene00070243
caenorhabditis_briggsae	WBGene00033571	ortholog_one2one	WBGene00070244
caenorhabditis_briggsae	WBGene00033572	ortholog_one2one	WBGene00066728
caenorhabditis_briggsae	WBGene00033573	ortholog_one2one	WBGene00066727
caenorhabditis_briggsae	WBGene00033574	ortholog_one2one	WBGene00066720
caenorhabditis_briggsae	WBGene00033575	ortholog_one2one	WBGene00066721
caenorhabditis_briggsae	WBGene00033576	ortholog_one2one	WBGene00066722
caenorhabditis_briggsae	WBGene00033577	ortholog_one2one	WBGene00066724
caenorhabditis_briggsae	WBGene00033578	ortholog_one2one	WBGene00066725
caenorhabditis_briggsae	WBGene00033579	ortholog_one2many	WBGene00070522
caenorhabditis_briggsae	WBGene00033579	ortholog_one2many	WBGene00069012
caenorhabditis_briggsae	WBGene00033580		
caenorhabditis_briggsae	WBGene00033581	ortholog_one2many	WBGene00070524
caenorhabditis_briggsae	WBGene00033581	ortholog_one2many	WBGene00070529
caenorhabditis_briggsae	WBGene00033581	ortholog_one2many	WBGene00059128
caenorhabditis_briggsae	WBGene00033581	ortholog_one2many	WBGene00064308
caenorhabditis_briggsae	WBGene00033581	ortholog_one2many	WBGene00070528
caenorhabditis_briggsae	WBGene00033581	ortholog_one2many	WBGene00086119
caenorhabditis_briggsae	WBGene00033581	ortholog_one2many	WBGene00069010
caenorhabditis_briggsae	WBGene00033581	ortholog_one2many	WBGene00064305
caenorhabditis_briggsae	WBGene00033581	ortholog_one2many	WBGene00064895
caenorhabditis_briggsae	WBGene00033581	ortholog_one2many	WBGene00064307
caenorhabditis_briggsae	WBGene00033581	ortholog_one2many	WBGene00064306
caenorhabditis_briggsae	WBGene00033581	ortholog_one2many	WBGene00069011
caenorhabditis_briggsae	WBGene00033582	ortholog_one2one	WBGene00069009
caenorhabditis_briggsae	WBGene00033583	ortholog_one2one	WBGene00069008
caenorhabditis_briggsae	WBGene00033584	ortholog_one2one	WBGene00069007
caenorhabditis_briggsae	WBGene00033585	ortholog_one2one	WBGene00069005
caenorhabditis_briggsae	WBGene00033586	ortholog_one2many	WBGene00069003
caenorhabditis_briggsae	WBGene00033587	ortholog_one2one	WBGene00069002
caenorhabditis_briggsae	WBGene00033588	ortholog_one2many	WBGene00069003
caenorhabditis_briggsae	WBGene00033589	ortholog_one2one	WBGene00068999
caenorhabditis_briggsae	WBGene00033590	ortholog_many2many	WBGene00060018
caenorhabditis_briggsae	WBGene00033590	ortholog_many2many	WBGene00059913
